cell_id,zone_id,zone_name,latitude,longitude,population,rainfall_mm_day,flood_index,flood_severity,affected_rate,affected_population,evacuation_priority
Z05-045,Z05,South-West Chennai,13.006759833842123,80.20741472825337,5062,3.0,0.273,Low,0.024384138389218518,123,4-Low
Z05-046,Z05,South-West Chennai,13.02642867976528,80.18902106974602,10015,9.5,0.97,Moderate,0.039701257387406604,398,3-Medium
Z05-047,Z05,South-West Chennai,13.023802268271101,80.15354220672354,7988,7.7,0.713,Moderate,0.033592123509480105,268,4-Low
Z05-048,Z05,South-West Chennai,13.02955742534505,80.15365005303073,5598,10.1,0.976,Moderate,0.02736954308541291,153,3-Medium
Z05-049,Z05,South-West Chennai,12.985982056674104,80.20360359923136,6663,3.1,0.298,Low,0.010769742161640547,72,4-Low
Z05-050,Z05,South-West Chennai,13.026988397259005,80.19876314128408,11597,2.4,0.192,Low,0.011204134059796424,130,4-Low
Z05-051,Z05,South-West Chennai,13.016406011043268,80.19413610746595,10528,15.6,1.621,Severe,0.0351416843875626,370,1-Critical
Z05-052,Z05,South-West Chennai,13.031181569643103,80.17472875273947,10694,17.4,1.801,Severe,0.042272611941934574,452,1-Critical
Z05-053,Z05,South-West Chennai,12.996108832948204,80.17919017800867,8598,2.5,0.204,Low,0.018217716928001615,157,4-Low
Z05-054,Z05,South-West Chennai,13.041540379009728,80.18337890508016,7766,11.6,1.071,High,0.016587207772019833,129,3-Medium
Z05-055,Z05,South-West Chennai,13.003039660916393,80.14872071197988,11145,18.7,1.798,Severe,0.0510455122517401,569,1-Critical
Z05-056,Z05,South-West Chennai,13.025860936956104,80.1756160753848,13393,11.4,1.188,High,0.035303851534699594,473,2-High
Z05-057,Z05,South-West Chennai,13.019012732321873,80.19845481782929,9486,7.9,0.818,Moderate,0.02848445033802642,270,3-Medium
Z05-058,Z05,South-West Chennai,13.034683640228401,80.17649243592703,11699,9.8,1.012,High,0.029128871459042784,341,3-Medium
Z05-059,Z05,South-West Chennai,13.028352806563227,80.1577529959975,11458,3.4,0.349,Low,0.014215743283573268,163,4-Low
Z05-060,Z05,South-West Chennai,13.019416815706313,80.1836807917256,9793,10.4,1.033,High,0.02958553218006696,290,3-Medium
Z05-061,Z05,South-West Chennai,13.015536352885238,80.19884557644666,6209,9.2,0.974,Moderate,0.031711401593301665,197,3-Medium
Z05-062,Z05,South-West Chennai,13.011926533851005,80.17275219237524,6306,16.9,1.72,Severe,0.03764403930096468,237,1-Critical
Z05-063,Z05,South-West Chennai,13.041535347843336,80.18479946853803,9669,18.4,1.818,Severe,0.04581025053784111,443,1-Critical
Z05-064,Z05,South-West Chennai,13.049110154672535,80.22558103900025,8489,2.8,0.247,Low,0.01193075089721963,101,4-Low
Z05-065,Z05,South-West Chennai,13.024485416751654,80.17187404795868,7411,17.3,1.482,Severe,0.04146537459847711,307,2-High
Z05-066,Z05,South-West Chennai,13.021825454599291,80.16613596733188,10061,8.7,0.911,Moderate,0.01491361673003286,150,3-Medium
Z05-067,Z05,South-West Chennai,13.042697534980512,80.17775421009529,4459,2.9,0.252,Low,0.01327456540183041,59,4-Low
Z05-068,Z05,South-West Chennai,13.0273610602435,80.17832989936707,8579,11.3,0.935,Moderate,0.025056879939429927,215,3-Medium
Z05-069,Z05,South-West Chennai,12.991793383315352,80.15463808511103,9569,10.3,1.106,High,0.028621820446621975,274,3-Medium
Z05-070,Z05,South-West Chennai,13.023764442219134,80.18345498892906,11112,17.4,1.538,Severe,0.029187877932873443,324,1-Critical
Z05-071,Z05,South-West Chennai,13.011539351963775,80.15378142145461,7995,9.8,1.011,High,0.02844144300384507,227,3-Medium
Z05-072,Z05,South-West Chennai,12.985156488169478,80.17463979228255,11008,10.4,0.889,Moderate,0.021423073065163598,236,3-Medium
Z05-073,Z05,South-West Chennai,13.020589472699314,80.17050891220455,14978,15.7,1.657,Severe,0.029305107914542754,439,1-Critical
Z05-074,Z05,South-West Chennai,13.006946742344322,80.18357437938754,8496,3.0,0.301,Low,0.0070370687023514275,60,4-Low
Z05-075,Z05,South-West Chennai,13.01412790693098,80.16283138700759,11023,3.2,0.262,Low,0.023104221560667042,255,4-Low
Z05-076,Z05,South-West Chennai,13.006310445802857,80.19717721019963,13010,3.0,0.264,Low,0.021311114033900756,277,4-Low
Z05-077,Z05,South-West Chennai,13.020256451620607,80.17193902032912,9241,21.2,2.112,Severe,0.055833021049633634,516,1-Critical
Z05-078,Z05,South-West Chennai,13.019504520242409,80.18716188814624,9558,11.3,1.135,High,0.025051416554803762,239,3-Medium
Z05-079,Z05,South-West Chennai,13.039928648667594,80.20585609450818,11600,16.6,1.777,Severe,0.04449346982296366,516,1-Critical
Z05-080,Z05,South-West Chennai,13.017839614695548,80.14488997271606,10549,9.3,0.801,Moderate,0.03086406126479669,326,3-Medium
Z05-081,Z05,South-West Chennai,13.021974929085978,80.14770410917168,8832,10.3,1.086,High,0.03749438796201088,331,3-Medium
Z05-082,Z05,South-West Chennai,13.033215572775829,80.18220249415124,5909,2.9,0.296,Low,0.01980554853239782,117,4-Low
Z05-083,Z05,South-West Chennai,13.020909062025613,80.17644982470402,8519,20.1,1.68,Severe,0.050008227546559675,426,1-Critical
Z05-084,Z05,South-West Chennai,13.068668084943964,80.18774729412135,8342,3.2,0.283,Low,0.020217510150048728,169,4-Low
Z05-085,Z05,South-West Chennai,13.040706786591645,80.1643905110859,8883,3.1,0.276,Low,0.015145495330236885,135,4-Low
Z05-086,Z05,South-West Chennai,12.98078728823866,80.17298404739884,6511,2.4,0.208,Low,0.01862493501361051,121,4-Low
Z05-087,Z05,South-West Chennai,13.013022924737825,80.14558614760992,7990,20.4,2.193,Severe,0.04946696865092042,395,1-Critical
Z05-088,Z05,South-West Chennai,13.01387308836567,80.18018321773184,6013,21.1,2.041,Severe,0.05098680230222136,307,1-Critical
Z05-089,Z05,South-West Chennai,13.005044765180203,80.19039357425713,9207,2.9,0.302,Low,0.01767045659558887,163,4-Low
Z05-090,Z05,South-West Chennai,13.016808775388272,80.1908496052834,6901,8.0,0.664,Moderate,0.01923910867851698,133,4-Low
Z05-091,Z05,South-West Chennai,13.027641733952251,80.22941333118177,8209,8.9,0.774,Moderate,0.02539196480352145,208,3-Medium
Z05-092,Z05,South-West Chennai,13.0411433150759,80.16108335775874,7784,10.0,1.046,High,0.027306105176748276,213,3-Medium
Z05-093,Z05,South-West Chennai,13.002050267993022,80.18626914780127,7834,10.2,0.991,Moderate,0.03907809822384068,306,3-Medium
Z05-094,Z05,South-West Chennai,13.01162659986653,80.18529677210414,7195,2.4,0.235,Low,0.010309178399218084,74,4-Low
Z05-095,Z05,South-West Chennai,13.029416947480186,80.16525837560998,7882,3.4,0.325,Low,0.01474791067620122,116,4-Low
Z05-096,Z05,South-West Chennai,12.99722847723277,80.15378205287291,12655,2.7,0.26,Low,0.010023487371527681,127,4-Low
Z05-097,Z05,South-West Chennai,13.005403373854646,80.21508426340725,9410,2.6,0.259,Low,0.013390055162048995,126,4-Low
Z05-098,Z05,South-West Chennai,13.013204754563564,80.16958942867977,7433,9.4,0.973,Moderate,0.03387947680518559,252,3-Medium
Z05-099,Z05,South-West Chennai,13.03237482391037,80.17297308020878,9232,2.6,0.269,Low,0.006542375666528155,60,4-Low
Z05-100,Z05,South-West Chennai,12.996892238696686,80.15525925018267,5165,2.5,0.21,Low,0.014489405719158018,75,4-Low
