incident_id,zone_id,zone_name,latitude,longitude,incident_type,severity,timestamp
I01357,Z03,Adyar,13.021357,80.258531,Flooded Road,Moderate,2026-09-24 02:07:00
I01358,Z01,North Chennai,13.128515,80.302504,Flooded Road,Low,2026-09-24 17:54:00
I01359,Z04,Velachery,12.964803,80.197761,Shelter Request,High,2026-09-24 02:13:00
I01360,Z04,Velachery,12.982674,80.172403,Flooded Road,Low,2026-09-24 18:51:00
I01361,Z05,South-West Chennai,13.011329,80.174378,Household Evacuation,Low,2026-09-24 12:46:00
I01362,Z04,Velachery,13.017928,80.195655,Medical Emergency,Critical,2026-09-24 07:21:00
I01363,Z04,Velachery,12.97141,80.23395,Shelter Request,Moderate,2026-09-24 01:38:00
I01364,Z01,North Chennai,13.152766,80.31426,Household Evacuation,Low,2026-09-24 09:16:00
I01365,Z03,Adyar,13.010049,80.28024,Flooded Road,Moderate,2026-09-24 21:08:00
I01366,Z03,Adyar,13.034094,80.279917,Household Evacuation,Critical,2026-09-24 20:04:00
I01367,Z01,North Chennai,13.114751,80.294607,Shelter Request,Moderate,2026-09-24 07:30:00
I01368,Z05,South-West Chennai,12.997926,80.180486,Shelter Request,High,2026-09-24 03:21:00
I01369,Z03,Adyar,13.055438,80.260522,Shelter Request,High,2026-09-24 23:41:00
I01370,Z03,Adyar,12.995582,80.289311,Household Evacuation,High,2026-09-24 12:58:00
I01371,Z04,Velachery,12.979657,80.249048,Shelter Request,High,2026-09-24 01:10:00
I01372,Z01,North Chennai,13.118914,80.272203,Flooded Road,Moderate,2026-09-24 05:59:00
I01373,Z03,Adyar,13.03277,80.244204,Household Evacuation,Moderate,2026-09-24 22:05:00
I01374,Z04,Velachery,12.984333,80.200585,Household Evacuation,Critical,2026-09-24 02:51:00
I01375,Z04,Velachery,12.981064,80.211035,Flooded Road,Critical,2026-09-24 18:07:00
I01376,Z04,Velachery,12.963417,80.232605,Household Evacuation,Critical,2026-09-24 00:13:00
I01377,Z03,Adyar,13.003153,80.278688,Flooded Road,Low,2026-09-24 10:23:00
I01378,Z05,South-West Chennai,12.999019,80.18092,Flooded Road,High,2026-09-24 02:14:00
I01379,Z02,Central Chennai,13.061619,80.245142,Flooded Road,Critical,2026-09-24 04:57:00
I01380,Z02,Central Chennai,13.0775,80.278582,Household Evacuation,Low,2026-09-24 10:41:00
I01381,Z05,South-West Chennai,13.04885,80.15911,Water Rescue,Low,2026-09-24 14:24:00
I01382,Z01,North Chennai,13.113603,80.276759,Flooded Road,Moderate,2026-09-24 11:51:00
I01383,Z01,North Chennai,13.12692,80.291488,Medical Emergency,Moderate,2026-09-24 18:39:00
I01384,Z03,Adyar,13.035171,80.243356,Shelter Request,Low,2026-09-24 21:05:00
I01385,Z01,North Chennai,13.123942,80.292625,Household Evacuation,High,2026-09-24 10:31:00
I01386,Z02,Central Chennai,13.098491,80.271853,Household Evacuation,High,2026-09-24 06:40:00
I01387,Z05,South-West Chennai,13.008477,80.175175,Flooded Road,High,2026-09-24 15:35:00
I01388,Z03,Adyar,12.986161,80.268403,Medical Emergency,High,2026-09-24 19:09:00
I01389,Z04,Velachery,12.978179,80.199538,Water Rescue,Critical,2026-09-24 10:19:00
I01390,Z02,Central Chennai,13.055876,80.277604,Household Evacuation,Critical,2026-09-24 20:16:00
I01391,Z05,South-West Chennai,13.038438,80.229211,Medical Emergency,Moderate,2026-09-24 08:20:00
I01392,Z02,Central Chennai,13.069099,80.297391,Flooded Road,High,2026-09-24 07:29:00
I01393,Z01,North Chennai,13.125663,80.252501,Flooded Road,Critical,2026-09-24 23:52:00
I01394,Z03,Adyar,13.004729,80.233354,Household Evacuation,Critical,2026-09-24 18:37:00
I01395,Z02,Central Chennai,13.065456,80.266632,Water Rescue,Critical,2026-09-24 06:35:00
I01396,Z04,Velachery,12.964033,80.191061,Household Evacuation,High,2026-09-24 22:53:00
I01397,Z05,South-West Chennai,13.029658,80.152571,Medical Emergency,Moderate,2026-09-24 16:30:00
I01398,Z03,Adyar,13.018798,80.251785,Flooded Road,Critical,2026-09-24 12:56:00
I01399,Z02,Central Chennai,13.116592,80.267331,Household Evacuation,High,2026-09-24 09:12:00
I01400,Z01,North Chennai,13.097565,80.271208,Household Evacuation,High,2026-09-24 06:23:00
I01401,Z03,Adyar,12.995392,80.288976,Household Evacuation,High,2026-09-24 10:53:00
I01402,Z05,South-West Chennai,13.012605,80.19083,Household Evacuation,Moderate,2026-09-24 14:17:00
I01403,Z01,North Chennai,13.108974,80.29579,Flooded Road,Moderate,2026-09-24 21:35:00
I01404,Z01,North Chennai,13.079988,80.267142,Medical Emergency,Low,2026-09-24 08:38:00
I01405,Z03,Adyar,13.03292,80.247276,Household Evacuation,High,2026-09-24 17:14:00
I01406,Z04,Velachery,12.997129,80.192247,Medical Emergency,Low,2026-09-24 22:18:00
I01407,Z05,South-West Chennai,13.03855,80.160142,Flooded Road,Moderate,2026-09-24 01:42:00
I01408,Z04,Velachery,12.982949,80.231083,Medical Emergency,Moderate,2026-09-24 05:36:00
I01409,Z03,Adyar,13.01121,80.235198,Medical Emergency,Critical,2026-09-24 06:24:00
I01410,Z05,South-West Chennai,12.997143,80.166445,Flooded Road,High,2026-09-24 06:29:00
I01411,Z03,Adyar,13.014299,80.250833,Flooded Road,Moderate,2026-09-24 17:36:00
I01412,Z05,South-West Chennai,12.99643,80.186081,Household Evacuation,High,2026-09-24 19:02:00
I01413,Z03,Adyar,13.039892,80.26609,Water Rescue,Critical,2026-09-24 02:25:00
I01414,Z01,North Chennai,13.136383,80.285681,Medical Emergency,Critical,2026-09-24 11:40:00
I01415,Z01,North Chennai,13.104863,80.290803,Flooded Road,Critical,2026-09-24 01:34:00
I01416,Z05,South-West Chennai,13.006739,80.203275,Flooded Road,Critical,2026-09-24 15:00:00
I01417,Z02,Central Chennai,13.08336,80.243933,Shelter Request,Moderate,2026-09-24 03:30:00
I01418,Z02,Central Chennai,13.104051,80.273489,Household Evacuation,High,2026-09-24 00:05:00
I01419,Z02,Central Chennai,13.085583,80.251842,Medical Emergency,Low,2026-09-24 21:44:00
I01420,Z05,South-West Chennai,13.034617,80.182898,Flooded Road,Low,2026-09-24 05:19:00
I01421,Z02,Central Chennai,13.068088,80.297853,Flooded Road,Critical,2026-09-24 02:02:00
I01422,Z02,Central Chennai,13.053828,80.236203,Water Rescue,High,2026-09-24 11:28:00
I01423,Z02,Central Chennai,13.054798,80.270481,Flooded Road,High,2026-09-24 16:46:00
I01424,Z04,Velachery,12.973093,80.188967,Water Rescue,Critical,2026-09-24 15:36:00
I01425,Z05,South-West Chennai,12.984929,80.207496,Household Evacuation,High,2026-09-24 02:46:00
I01426,Z05,South-West Chennai,13.044952,80.165382,Household Evacuation,High,2026-09-24 00:49:00
I01427,Z01,North Chennai,13.126435,80.275148,Flooded Road,Critical,2026-09-24 20:46:00
I01428,Z02,Central Chennai,13.065961,80.286493,Water Rescue,High,2026-09-24 01:23:00
I01429,Z05,South-West Chennai,13.023364,80.180911,Water Rescue,High,2026-09-24 15:48:00
I01430,Z04,Velachery,12.946907,80.272818,Medical Emergency,Critical,2026-09-24 10:17:00
I01431,Z03,Adyar,13.032171,80.236671,Shelter Request,Critical,2026-09-24 09:32:00
I01432,Z01,North Chennai,13.144894,80.289532,Flooded Road,Critical,2026-09-24 00:36:00
I01433,Z02,Central Chennai,13.096573,80.271262,Household Evacuation,Low,2026-09-24 03:38:00
I01434,Z02,Central Chennai,13.060839,80.303445,Medical Emergency,Critical,2026-09-24 10:44:00
I01435,Z02,Central Chennai,13.071062,80.296484,Flooded Road,High,2026-09-24 17:40:00
I01436,Z02,Central Chennai,13.105803,80.252589,Household Evacuation,Low,2026-09-24 03:27:00
I01437,Z05,South-West Chennai,13.014576,80.182521,Flooded Road,Moderate,2026-09-24 14:44:00
I01438,Z04,Velachery,12.983186,80.194183,Household Evacuation,Critical,2026-09-24 00:07:00
I01439,Z05,South-West Chennai,13.025724,80.197315,Flooded Road,Critical,2026-09-24 04:03:00
I01440,Z01,North Chennai,13.134687,80.285486,Flooded Road,Critical,2026-09-24 05:19:00
I01441,Z04,Velachery,13.003535,80.173061,Flooded Road,High,2026-09-24 22:45:00
I01442,Z03,Adyar,12.964471,80.260647,Medical Emergency,Low,2026-09-24 01:49:00
I01443,Z04,Velachery,13.004127,80.209516,Household Evacuation,Critical,2026-09-24 23:05:00
I01444,Z05,South-West Chennai,13.001419,80.149968,Water Rescue,High,2026-09-24 00:37:00
I01445,Z04,Velachery,12.977518,80.190375,Shelter Request,High,2026-09-24 11:04:00
I01446,Z03,Adyar,12.992162,80.288894,Medical Emergency,Moderate,2026-09-24 01:37:00
I01447,Z02,Central Chennai,13.036933,80.256216,Household Evacuation,Low,2026-09-24 19:34:00
I01448,Z01,North Chennai,13.120127,80.265929,Flooded Road,Moderate,2026-09-24 09:47:00
I01449,Z01,North Chennai,13.12752,80.277251,Medical Emergency,Critical,2026-09-24 16:46:00
I01450,Z04,Velachery,12.975615,80.220969,Flooded Road,Critical,2026-09-24 14:34:00
I01451,Z04,Velachery,12.975724,80.210515,Flooded Road,High,2026-09-24 22:34:00
I01452,Z02,Central Chennai,13.075883,80.28064,Flooded Road,Low,2026-09-24 19:18:00
I01453,Z05,South-West Chennai,13.035652,80.167357,Household Evacuation,Critical,2026-09-24 17:29:00
I01454,Z03,Adyar,13.036123,80.274418,Household Evacuation,High,2026-09-24 05:08:00
I01455,Z03,Adyar,12.994036,80.278885,Flooded Road,Moderate,2026-09-24 21:46:00
I01456,Z03,Adyar,13.048299,80.235248,Medical Emergency,Moderate,2026-09-24 21:54:00
I01457,Z02,Central Chennai,13.051853,80.252332,Water Rescue,High,2026-09-24 19:07:00
I01458,Z02,Central Chennai,13.074864,80.295611,Flooded Road,Moderate,2026-09-24 15:54:00
I01459,Z03,Adyar,13.00211,80.290271,Shelter Request,Moderate,2026-09-24 16:33:00
I01460,Z02,Central Chennai,13.050127,80.265948,Household Evacuation,Critical,2026-09-24 09:10:00
I01461,Z01,North Chennai,13.107355,80.289967,Household Evacuation,Moderate,2026-09-24 19:11:00
I01462,Z05,South-West Chennai,13.038052,80.206188,Medical Emergency,High,2026-09-24 14:52:00
I01463,Z05,South-West Chennai,13.036595,80.177248,Shelter Request,Moderate,2026-09-24 23:43:00
I01464,Z01,North Chennai,13.121327,80.313902,Medical Emergency,Critical,2026-09-24 23:11:00
I01465,Z03,Adyar,13.026798,80.255796,Water Rescue,Moderate,2026-09-24 04:28:00
I01466,Z04,Velachery,12.969616,80.221182,Household Evacuation,Moderate,2026-09-24 10:32:00
I01467,Z05,South-West Chennai,13.027779,80.153766,Medical Emergency,High,2026-09-24 21:26:00
I01468,Z05,South-West Chennai,13.009418,80.190767,Flooded Road,Critical,2026-09-24 11:03:00
I01469,Z02,Central Chennai,13.042834,80.258548,Flooded Road,Moderate,2026-09-24 09:12:00
I01470,Z02,Central Chennai,13.076938,80.263915,Medical Emergency,High,2026-09-24 08:03:00
I01471,Z05,South-West Chennai,13.044792,80.170459,Medical Emergency,Low,2026-09-24 15:43:00
I01472,Z04,Velachery,13.000258,80.191737,Medical Emergency,High,2026-09-24 21:25:00
I01473,Z05,South-West Chennai,13.017321,80.162681,Household Evacuation,Moderate,2026-09-24 23:47:00
I01474,Z01,North Chennai,13.111829,80.321511,Household Evacuation,High,2026-09-24 23:56:00
I01475,Z01,North Chennai,13.067804,80.291179,Household Evacuation,Moderate,2026-09-24 04:10:00
I01476,Z01,North Chennai,13.126954,80.289466,Flooded Road,Critical,2026-09-24 20:24:00
I01477,Z03,Adyar,13.02544,80.240528,Medical Emergency,High,2026-09-24 07:09:00
I01478,Z02,Central Chennai,13.081651,80.276859,Flooded Road,High,2026-09-24 18:26:00
I01479,Z04,Velachery,13.01918,80.216447,Medical Emergency,High,2026-09-24 16:21:00
I01480,Z02,Central Chennai,13.063085,80.258442,Flooded Road,High,2026-09-24 17:54:00
I01481,Z01,North Chennai,13.152309,80.259046,Medical Emergency,High,2026-09-24 11:56:00
I01482,Z01,North Chennai,13.12065,80.265486,Medical Emergency,High,2026-09-24 23:49:00
I01483,Z03,Adyar,13.037243,80.282592,Flooded Road,Moderate,2026-09-24 17:01:00
I01484,Z01,North Chennai,13.115404,80.263923,Flooded Road,High,2026-09-24 07:35:00
I01485,Z05,South-West Chennai,13.038713,80.179345,Shelter Request,Moderate,2026-09-24 07:27:00
I01486,Z05,South-West Chennai,12.988801,80.197867,Water Rescue,High,2026-09-24 22:01:00
I01487,Z05,South-West Chennai,12.998681,80.196249,Household Evacuation,Critical,2026-09-24 05:13:00
I01488,Z02,Central Chennai,13.111915,80.273289,Household Evacuation,High,2026-09-24 09:35:00
I01489,Z03,Adyar,13.004492,80.234062,Household Evacuation,Moderate,2026-09-24 06:56:00
I01490,Z05,South-West Chennai,13.02016,80.194318,Water Rescue,Moderate,2026-09-24 12:23:00
I01491,Z05,South-West Chennai,13.042587,80.161021,Flooded Road,Moderate,2026-09-24 08:15:00
I01492,Z04,Velachery,12.995581,80.224955,Household Evacuation,High,2026-09-24 21:08:00
I01493,Z03,Adyar,13.028396,80.227811,Medical Emergency,High,2026-09-24 11:57:00
I01494,Z04,Velachery,12.957741,80.237252,Household Evacuation,Low,2026-09-24 13:34:00
I01495,Z03,Adyar,12.990575,80.250681,Flooded Road,Low,2026-09-24 21:20:00
I01496,Z05,South-West Chennai,13.034609,80.175515,Shelter Request,Critical,2026-09-24 18:42:00
I01497,Z03,Adyar,12.964884,80.265536,Medical Emergency,High,2026-09-24 13:50:00
I01498,Z02,Central Chennai,13.043251,80.245999,Flooded Road,Moderate,2026-09-24 10:47:00
I01499,Z05,South-West Chennai,12.998464,80.170694,Household Evacuation,Critical,2026-09-24 01:47:00
I01500,Z05,South-West Chennai,12.996642,80.199,Household Evacuation,Critical,2026-09-24 21:39:00
I01501,Z01,North Chennai,13.11725,80.263261,Medical Emergency,Critical,2026-09-24 18:35:00
I01502,Z03,Adyar,13.025943,80.243927,Flooded Road,High,2026-09-24 16:17:00
I01503,Z03,Adyar,13.000386,80.266705,Household Evacuation,Critical,2026-09-24 23:34:00
I01504,Z04,Velachery,12.972346,80.192694,Shelter Request,Low,2026-09-24 00:17:00
I01505,Z03,Adyar,13.018306,80.253273,Shelter Request,High,2026-09-24 18:23:00
I01506,Z01,North Chennai,13.111137,80.295574,Household Evacuation,High,2026-09-24 18:45:00
I01507,Z04,Velachery,12.961976,80.247962,Household Evacuation,Moderate,2026-09-24 09:25:00
I01508,Z03,Adyar,12.992899,80.251217,Flooded Road,High,2026-09-24 10:41:00
I01509,Z01,North Chennai,13.123606,80.290729,Household Evacuation,High,2026-09-24 21:01:00
I01510,Z02,Central Chennai,13.098841,80.231495,Flooded Road,Moderate,2026-09-24 12:28:00
I01511,Z03,Adyar,13.035992,80.240769,Flooded Road,High,2026-09-24 06:06:00
I01512,Z04,Velachery,12.964224,80.231746,Water Rescue,High,2026-09-24 14:45:00
I01513,Z05,South-West Chennai,13.01684,80.200662,Household Evacuation,High,2026-09-24 02:59:00
I01514,Z02,Central Chennai,13.079826,80.257815,Medical Emergency,Moderate,2026-09-24 02:56:00
I01515,Z02,Central Chennai,13.066545,80.249481,Flooded Road,Critical,2026-09-24 18:56:00
I01516,Z03,Adyar,13.00623,80.274314,Household Evacuation,Moderate,2026-09-24 10:45:00
I01517,Z03,Adyar,13.040112,80.244929,Water Rescue,High,2026-09-24 18:01:00
I01518,Z02,Central Chennai,13.048826,80.274594,Household Evacuation,High,2026-09-24 17:47:00
I01519,Z05,South-West Chennai,13.064359,80.186521,Flooded Road,Critical,2026-09-24 11:56:00
I01520,Z01,North Chennai,13.122676,80.262829,Medical Emergency,High,2026-09-24 18:39:00
I01521,Z03,Adyar,13.037922,80.258031,Household Evacuation,Critical,2026-09-24 15:14:00
I01522,Z01,North Chennai,13.115757,80.295492,Household Evacuation,Moderate,2026-09-24 01:08:00
I01523,Z02,Central Chennai,13.074429,80.258983,Water Rescue,Moderate,2026-09-24 02:57:00
I01524,Z02,Central Chennai,13.089656,80.2785,Flooded Road,Moderate,2026-09-24 08:54:00
I01525,Z02,Central Chennai,13.085183,80.322585,Household Evacuation,High,2026-09-24 13:35:00
I01526,Z02,Central Chennai,13.084883,80.271209,Medical Emergency,Moderate,2026-09-24 09:15:00
I01527,Z03,Adyar,13.026536,80.229012,Flooded Road,High,2026-09-24 17:10:00
I01528,Z01,North Chennai,13.087897,80.274502,Household Evacuation,High,2026-09-24 22:47:00
I01529,Z04,Velachery,13.028559,80.210304,Flooded Road,Critical,2026-09-24 10:35:00
I01530,Z05,South-West Chennai,13.023384,80.173406,Flooded Road,Critical,2026-09-24 13:51:00
I01531,Z02,Central Chennai,13.091372,80.325732,Flooded Road,Moderate,2026-09-24 09:06:00
I01532,Z01,North Chennai,13.12967,80.274219,Household Evacuation,High,2026-09-24 08:00:00
I01533,Z04,Velachery,13.008412,80.203794,Household Evacuation,Moderate,2026-09-24 03:44:00
I01534,Z03,Adyar,12.982572,80.264273,Household Evacuation,High,2026-09-24 10:04:00
I01535,Z03,Adyar,12.997146,80.261038,Household Evacuation,Low,2026-09-24 19:31:00
I01536,Z04,Velachery,13.005299,80.239522,Household Evacuation,High,2026-09-24 07:06:00
I01537,Z01,North Chennai,13.126057,80.2773,Household Evacuation,High,2026-09-24 23:36:00
I01538,Z03,Adyar,12.990246,80.25311,Household Evacuation,High,2026-09-24 20:05:00
I01539,Z01,North Chennai,13.097328,80.283961,Flooded Road,High,2026-09-24 12:21:00
I01540,Z02,Central Chennai,13.076123,80.247865,Flooded Road,High,2026-09-24 11:21:00
I01541,Z02,Central Chennai,13.070922,80.293161,Medical Emergency,High,2026-09-24 06:15:00
I01542,Z02,Central Chennai,13.08245,80.279144,Household Evacuation,Moderate,2026-09-24 20:06:00
I01543,Z02,Central Chennai,13.104096,80.249583,Shelter Request,Moderate,2026-09-24 23:19:00
I01544,Z02,Central Chennai,13.063326,80.27879,Water Rescue,Moderate,2026-09-24 02:47:00
I01545,Z03,Adyar,13.003474,80.266282,Household Evacuation,Moderate,2026-09-24 10:11:00
I01546,Z02,Central Chennai,13.082421,80.241295,Medical Emergency,High,2026-09-24 15:49:00
I01547,Z03,Adyar,13.00622,80.256972,Household Evacuation,High,2026-09-24 21:46:00
I01548,Z04,Velachery,12.980652,80.190918,Flooded Road,Moderate,2026-09-24 09:16:00
I01549,Z04,Velachery,12.958905,80.203394,Medical Emergency,Low,2026-09-24 02:07:00
I01550,Z02,Central Chennai,13.095363,80.231672,Shelter Request,High,2026-09-24 12:34:00
I01551,Z03,Adyar,13.019726,80.251684,Water Rescue,Low,2026-09-24 23:46:00
I01552,Z03,Adyar,13.04428,80.260985,Shelter Request,High,2026-09-24 23:42:00
I01553,Z02,Central Chennai,13.074721,80.263181,Water Rescue,Moderate,2026-09-24 13:12:00
I01554,Z03,Adyar,13.031034,80.250098,Household Evacuation,Moderate,2026-09-24 16:13:00
I01555,Z04,Velachery,12.975211,80.213862,Household Evacuation,Critical,2026-09-24 18:30:00
I01556,Z01,North Chennai,13.087545,80.268649,Medical Emergency,Moderate,2026-09-24 13:34:00
I01557,Z03,Adyar,13.000518,80.259469,Flooded Road,Low,2026-09-24 21:40:00
I01558,Z02,Central Chennai,13.079577,80.264228,Flooded Road,High,2026-09-24 08:42:00
I01559,Z01,North Chennai,13.122482,80.290404,Household Evacuation,Low,2026-09-24 04:49:00
I01560,Z05,South-West Chennai,13.002391,80.188924,Flooded Road,High,2026-09-24 12:12:00
I01561,Z01,North Chennai,13.117364,80.276134,Household Evacuation,High,2026-09-24 12:04:00
I01562,Z02,Central Chennai,13.086097,80.293749,Household Evacuation,Critical,2026-09-24 17:30:00
I01563,Z03,Adyar,13.016107,80.283838,Water Rescue,High,2026-09-24 21:50:00
I01564,Z04,Velachery,12.975354,80.223339,Medical Emergency,Moderate,2026-09-24 10:47:00
I01565,Z05,South-West Chennai,13.008704,80.152753,Medical Emergency,High,2026-09-24 17:17:00
I01566,Z05,South-West Chennai,12.986232,80.153029,Medical Emergency,High,2026-09-24 20:49:00
I01567,Z05,South-West Chennai,13.039094,80.165561,Shelter Request,Critical,2026-09-24 01:12:00
I01568,Z04,Velachery,12.968625,80.237812,Medical Emergency,Moderate,2026-09-24 10:24:00
I01569,Z01,North Chennai,13.116059,80.296189,Household Evacuation,Low,2026-09-24 17:02:00
I01570,Z02,Central Chennai,13.073193,80.270315,Household Evacuation,High,2026-09-24 18:11:00
I01571,Z02,Central Chennai,13.096141,80.263511,Water Rescue,Moderate,2026-09-24 09:32:00
I01572,Z02,Central Chennai,13.034376,80.27312,Flooded Road,Critical,2026-09-24 18:11:00
I01573,Z03,Adyar,13.027263,80.233601,Shelter Request,Critical,2026-09-24 13:33:00
I01574,Z03,Adyar,13.021301,80.257557,Household Evacuation,High,2026-09-24 20:57:00
I01575,Z03,Adyar,12.998939,80.257154,Flooded Road,Critical,2026-09-24 10:35:00
I01576,Z01,North Chennai,13.117752,80.290799,Flooded Road,High,2026-09-24 07:14:00
I01577,Z02,Central Chennai,13.072278,80.252282,Flooded Road,High,2026-09-24 16:28:00
I01578,Z05,South-West Chennai,13.049788,80.159221,Flooded Road,High,2026-09-24 21:48:00
I01579,Z01,North Chennai,13.138547,80.277237,Shelter Request,High,2026-09-24 14:17:00
I01580,Z01,North Chennai,13.121929,80.277405,Medical Emergency,High,2026-09-24 05:07:00
I01581,Z02,Central Chennai,13.073808,80.263732,Shelter Request,Critical,2026-09-24 21:49:00
I01582,Z01,North Chennai,13.084286,80.250411,Household Evacuation,Low,2026-09-24 01:01:00
I01583,Z03,Adyar,13.035593,80.285619,Flooded Road,Moderate,2026-09-24 16:32:00
I01584,Z05,South-West Chennai,13.012604,80.179427,Water Rescue,Critical,2026-09-24 04:18:00
I01585,Z05,South-West Chennai,13.033441,80.152276,Household Evacuation,High,2026-09-24 07:18:00
I01586,Z04,Velachery,12.989755,80.203445,Flooded Road,High,2026-09-24 04:49:00
I01587,Z01,North Chennai,13.135494,80.295237,Medical Emergency,High,2026-09-24 07:07:00
I01588,Z05,South-West Chennai,12.981491,80.204576,Shelter Request,Low,2026-09-24 06:10:00
I01589,Z01,North Chennai,13.095816,80.31141,Water Rescue,High,2026-09-24 06:22:00
I01590,Z02,Central Chennai,13.072348,80.269131,Shelter Request,Critical,2026-09-24 14:46:00
I01591,Z03,Adyar,13.01189,80.233461,Household Evacuation,High,2026-09-24 14:25:00
I01592,Z03,Adyar,13.026659,80.236153,Household Evacuation,Moderate,2026-09-24 11:05:00
I01593,Z02,Central Chennai,13.090164,80.236628,Medical Emergency,High,2026-09-24 15:40:00
I01594,Z04,Velachery,12.997017,80.190276,Household Evacuation,Moderate,2026-09-24 01:54:00
I01595,Z04,Velachery,13.001435,80.188102,Water Rescue,High,2026-09-24 04:33:00
I01596,Z02,Central Chennai,13.091715,80.224141,Flooded Road,Moderate,2026-09-24 11:07:00
I01597,Z02,Central Chennai,13.077085,80.298644,Flooded Road,Critical,2026-09-24 20:07:00
I01598,Z03,Adyar,13.011102,80.248248,Shelter Request,Critical,2026-09-24 06:36:00
I01599,Z03,Adyar,13.012705,80.270597,Water Rescue,High,2026-09-24 03:26:00
I01600,Z04,Velachery,13.035089,80.211337,Household Evacuation,Low,2026-09-24 00:01:00
I01601,Z03,Adyar,13.005757,80.254372,Medical Emergency,Moderate,2026-09-24 02:10:00
I01602,Z03,Adyar,13.000028,80.252992,Shelter Request,Critical,2026-09-24 04:44:00
I01603,Z02,Central Chennai,13.109519,80.248862,Household Evacuation,Critical,2026-09-24 00:59:00
I01604,Z04,Velachery,12.977093,80.21121,Flooded Road,Critical,2026-09-24 03:57:00
I01605,Z03,Adyar,12.996261,80.287253,Shelter Request,High,2026-09-24 12:14:00
I01606,Z04,Velachery,12.995139,80.2114,Flooded Road,Critical,2026-09-24 16:47:00
I01607,Z02,Central Chennai,13.072294,80.297077,Flooded Road,Moderate,2026-09-24 15:01:00
I01608,Z02,Central Chennai,13.10095,80.24883,Flooded Road,Low,2026-09-24 19:07:00
I01609,Z03,Adyar,13.025113,80.231453,Water Rescue,Critical,2026-09-24 11:14:00
I01610,Z05,South-West Chennai,12.997298,80.193828,Flooded Road,Moderate,2026-09-24 06:26:00
I01611,Z05,South-West Chennai,13.010745,80.182222,Medical Emergency,Critical,2026-09-24 10:13:00
I01612,Z01,North Chennai,13.107302,80.325178,Household Evacuation,High,2026-09-24 21:08:00
I01613,Z05,South-West Chennai,13.013212,80.182014,Flooded Road,High,2026-09-24 20:47:00
I01614,Z05,South-West Chennai,13.04133,80.205426,Flooded Road,High,2026-09-24 17:10:00
I01615,Z03,Adyar,13.029269,80.243404,Water Rescue,Low,2026-09-24 01:58:00
I01616,Z01,North Chennai,13.107855,80.281778,Water Rescue,Low,2026-09-24 19:05:00
I01617,Z01,North Chennai,13.119316,80.25827,Household Evacuation,High,2026-09-24 20:59:00
I01618,Z03,Adyar,13.008422,80.293314,Flooded Road,High,2026-09-24 04:42:00
I01619,Z01,North Chennai,13.107235,80.302965,Household Evacuation,High,2026-09-24 23:12:00
I01620,Z04,Velachery,12.967455,80.218238,Shelter Request,Critical,2026-09-24 10:46:00
I01621,Z05,South-West Chennai,12.985097,80.172503,Household Evacuation,Low,2026-09-24 10:20:00
I01622,Z03,Adyar,13.00707,80.252011,Water Rescue,Critical,2026-09-24 20:24:00
I01623,Z05,South-West Chennai,13.032691,80.222524,Household Evacuation,Moderate,2026-09-24 01:07:00
I01624,Z04,Velachery,13.015878,80.192644,Flooded Road,Low,2026-09-24 03:24:00
I01625,Z04,Velachery,12.98199,80.165701,Shelter Request,High,2026-09-24 01:06:00
I01626,Z04,Velachery,12.967903,80.194753,Medical Emergency,Moderate,2026-09-24 15:33:00
I01627,Z04,Velachery,12.989699,80.24298,Water Rescue,High,2026-09-24 03:36:00
I01628,Z01,North Chennai,13.128374,80.233955,Water Rescue,Critical,2026-09-24 04:37:00
I01629,Z04,Velachery,12.979223,80.176676,Household Evacuation,Moderate,2026-09-24 23:46:00
I01630,Z02,Central Chennai,13.079707,80.286269,Flooded Road,High,2026-09-24 04:15:00
I01631,Z01,North Chennai,13.136441,80.334249,Household Evacuation,Critical,2026-09-24 17:07:00
I01632,Z02,Central Chennai,13.076592,80.314056,Flooded Road,Critical,2026-09-24 07:56:00
I01633,Z05,South-West Chennai,13.043995,80.153764,Medical Emergency,Moderate,2026-09-24 10:36:00
I01634,Z01,North Chennai,13.129966,80.281996,Household Evacuation,High,2026-09-24 21:56:00
I01635,Z04,Velachery,12.996605,80.18946,Medical Emergency,High,2026-09-24 21:37:00
I01636,Z02,Central Chennai,13.036864,80.295702,Household Evacuation,Critical,2026-09-24 09:16:00
I01637,Z04,Velachery,13.019463,80.216255,Flooded Road,High,2026-09-24 14:16:00
I01638,Z04,Velachery,12.998806,80.167845,Household Evacuation,High,2026-09-24 17:00:00
I01639,Z02,Central Chennai,13.076606,80.272531,Household Evacuation,Moderate,2026-09-24 17:59:00
I01640,Z01,North Chennai,13.111144,80.315598,Household Evacuation,High,2026-09-24 14:50:00
I01641,Z01,North Chennai,13.101849,80.300835,Medical Emergency,Moderate,2026-09-24 21:48:00
I01642,Z04,Velachery,12.972234,80.257476,Household Evacuation,High,2026-09-24 13:44:00
I01643,Z05,South-West Chennai,13.011065,80.183412,Household Evacuation,High,2026-09-24 02:34:00
I01644,Z03,Adyar,12.995315,80.26716,Household Evacuation,Critical,2026-09-24 01:57:00
I01645,Z02,Central Chennai,13.096822,80.240134,Flooded Road,High,2026-09-24 08:29:00
I01646,Z02,Central Chennai,13.061236,80.2652,Household Evacuation,High,2026-09-24 09:17:00
