accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score
11458,Chennai,Tamil Nadu,12.886274,80.190901,2022-10-07,9:00,9,Friday,0,urban,5,1,clear,high,25,high,overspeeding,minor,1,1,1,,0.45
11466,Chennai,Tamil Nadu,13.131262,80.286444,2023-03-18,2:00,2,Saturday,1,rural,4,0,clear,high,18,low,weather,major,5,1,0,,0.1
11468,Chennai,Tamil Nadu,13.034523,80.157503,2023-07-09,16:00,16,Sunday,1,rural,5,1,rain,low,37,medium,drunk driving,fatal,3,3,0,,0.65
11504,Chennai,Tamil Nadu,13.035059,80.141985,2022-05-25,13:00,13,Wednesday,0,urban,3,0,rain,medium,36,low,drunk driving,major,1,0,0,,0.25
11517,Chennai,Tamil Nadu,12.885887,80.132947,2022-01-16,12:00,12,Sunday,1,highway,4,1,rain,medium,25,low,overspeeding,major,4,1,0,,0.25
11522,Chennai,Tamil Nadu,12.829468,80.181913,2022-03-21,17:00,17,Monday,0,highway,6,1,clear,high,20,high,distraction,major,1,1,1,,0.45
11525,Chennai,Tamil Nadu,12.915687,80.261431,2022-07-26,5:00,5,Tuesday,0,highway,5,0,rain,low,20,medium,distraction,minor,2,1,0,,0.45
11526,Chennai,Tamil Nadu,13.018396,80.126747,2024-11-11,16:00,16,Monday,0,highway,4,0,fog,low,16,high,poor road,minor,4,4,0,,0.65
11544,Chennai,Tamil Nadu,12.89362,80.214311,2024-11-08,3:00,3,Friday,0,rural,5,0,rain,medium,22,high,drunk driving,minor,1,1,0,,0.45
11553,Chennai,Tamil Nadu,13.025441,80.100153,2022-03-26,2:00,2,Saturday,1,highway,6,0,fog,low,30,low,overspeeding,minor,4,2,0,,0.45
11577,Chennai,Tamil Nadu,13.038741,80.152692,2023-08-17,11:00,11,Thursday,0,urban,3,0,clear,high,22,high,overspeeding,minor,5,4,0,,0.3
11583,Chennai,Tamil Nadu,13.153989,80.170048,2023-12-29,19:00,19,Friday,0,rural,1,1,rain,low,35,medium,distraction,fatal,4,4,1,,0.8
11604,Chennai,Tamil Nadu,13.182391,80.192656,2024-11-23,11:00,11,Saturday,1,urban,2,1,fog,low,19,high,distraction,fatal,3,3,0,,0.85
11610,Chennai,Tamil Nadu,12.950602,80.242057,2024-12-26,22:00,22,Thursday,0,rural,6,1,clear,high,40,high,overspeeding,minor,5,1,0,,0.3
11614,Chennai,Tamil Nadu,12.955876,80.261456,2023-03-07,2:00,2,Tuesday,0,highway,6,1,rain,low,35,high,weather,major,2,2,0,,0.65
11618,Chennai,Tamil Nadu,13.138899,80.10353,2022-04-09,2:00,2,Saturday,1,highway,3,0,clear,high,28,low,poor road,fatal,5,5,0,,0.3
11623,Chennai,Tamil Nadu,12.821681,80.163466,2023-03-04,16:00,16,Saturday,1,urban,6,0,clear,high,18,high,overspeeding,minor,2,2,0,,0.3
11625,Chennai,Tamil Nadu,12.941868,80.241949,2023-08-28,0:00,0,Monday,0,highway,1,1,fog,low,38,high,weather,minor,5,2,0,,0.65
11627,Chennai,Tamil Nadu,12.988944,80.174893,2023-04-10,23:00,23,Monday,0,urban,6,1,rain,medium,36,high,weather,minor,1,1,0,,0.45
11637,Chennai,Tamil Nadu,12.879715,80.276723,2024-07-05,6:00,6,Friday,0,highway,6,0,rain,low,33,high,distraction,minor,2,2,0,,0.65
11638,Chennai,Tamil Nadu,12.942392,80.161793,2022-09-08,16:00,16,Thursday,0,highway,2,1,clear,high,20,low,overspeeding,minor,1,1,0,,0.1
11642,Chennai,Tamil Nadu,13.079611,80.112277,2022-08-01,13:00,13,Monday,0,urban,3,0,fog,low,40,low,weather,major,2,1,0,,0.45
11649,Chennai,Tamil Nadu,12.952569,80.165658,2022-12-05,15:00,15,Monday,0,rural,3,1,rain,medium,28,low,drunk driving,minor,4,0,0,,0.25
11651,Chennai,Tamil Nadu,12.926154,80.241053,2024-08-02,5:00,5,Friday,0,rural,1,1,fog,low,21,medium,weather,minor,1,0,0,,0.45
11653,Chennai,Tamil Nadu,12.914992,80.21331,2024-01-02,14:00,14,Tuesday,0,urban,4,1,fog,low,25,high,poor road,major,4,4,0,,0.65
11658,Chennai,Tamil Nadu,12.838888,80.213595,2025-03-18,13:00,13,Tuesday,0,urban,4,0,rain,medium,35,high,distraction,fatal,2,2,0,,0.65
11659,Chennai,Tamil Nadu,12.944334,80.299715,2023-06-10,20:00,20,Saturday,1,rural,6,1,rain,medium,24,medium,overspeeding,minor,4,3,0,,0.25
11681,Chennai,Tamil Nadu,13.096508,80.207408,2024-03-06,3:00,3,Wednesday,0,urban,5,1,fog,low,18,high,drunk driving,fatal,3,3,0,,0.85
11696,Chennai,Tamil Nadu,12.912536,80.284007,2024-03-24,9:00,9,Sunday,1,urban,5,0,rain,medium,27,high,overspeeding,fatal,3,3,1,,0.8
11705,Chennai,Tamil Nadu,13.069225,80.101232,2024-01-19,17:00,17,Friday,0,highway,5,0,rain,medium,24,high,poor road,minor,3,3,1,,0.6
11724,Chennai,Tamil Nadu,12.860898,80.239094,2022-01-28,13:00,13,Friday,0,highway,5,0,rain,low,33,medium,poor road,minor,1,1,0,,0.45
11739,Chennai,Tamil Nadu,12.906085,80.111298,2023-02-15,16:00,16,Wednesday,0,rural,6,0,clear,high,17,medium,drunk driving,fatal,5,5,0,,0.3
11740,Chennai,Tamil Nadu,12.936493,80.172994,2022-05-12,10:00,10,Thursday,0,highway,5,1,fog,low,15,high,weather,major,5,3,1,,0.8
11742,Chennai,Tamil Nadu,13.170302,80.116578,2023-11-25,8:00,8,Saturday,1,rural,4,1,clear,high,35,low,distraction,major,2,2,1,,0.25
11755,Chennai,Tamil Nadu,12.991049,80.105406,2024-09-07,2:00,2,Saturday,1,highway,2,1,rain,low,26,low,poor road,minor,5,4,0,,0.45
11767,Chennai,Tamil Nadu,13.121199,80.281447,2022-02-24,11:00,11,Thursday,0,urban,6,0,clear,high,18,low,drunk driving,fatal,2,2,0,,0.3
11774,Chennai,Tamil Nadu,12.986162,80.178485,2022-03-03,2:00,2,Thursday,0,highway,3,1,rain,medium,35,medium,drunk driving,minor,3,3,0,,0.25
11795,Chennai,Tamil Nadu,13.167224,80.108893,2022-07-26,21:00,21,Tuesday,0,rural,2,0,fog,low,39,medium,poor road,fatal,3,3,0,,0.65
11799,Chennai,Tamil Nadu,13.035917,80.126592,2024-08-10,21:00,21,Saturday,1,highway,3,0,rain,medium,27,high,overspeeding,minor,2,0,0,,0.45
11800,Chennai,Tamil Nadu,13.083858,80.249679,2024-05-12,22:00,22,Sunday,1,rural,5,0,clear,high,17,low,overspeeding,minor,3,1,0,,0.1
11812,Chennai,Tamil Nadu,12.922041,80.212293,2022-09-13,14:00,14,Tuesday,0,urban,5,0,fog,low,30,high,drunk driving,minor,2,1,0,,0.65
11828,Chennai,Tamil Nadu,13.057548,80.234556,2022-11-22,2:00,2,Tuesday,0,highway,1,1,rain,medium,36,low,poor road,fatal,5,5,0,,0.45
11837,Chennai,Tamil Nadu,13.03042,80.246426,2023-02-02,16:00,16,Thursday,0,rural,1,1,clear,high,32,low,weather,minor,2,1,0,,0.1
11852,Chennai,Tamil Nadu,12.887998,80.182543,2024-07-20,21:00,21,Saturday,1,highway,6,0,clear,high,32,low,poor road,minor,5,2,0,,0.1
11854,Chennai,Tamil Nadu,13.135988,80.102666,2025-01-19,15:00,15,Sunday,1,rural,4,1,clear,high,35,medium,distraction,major,5,2,0,,0.1
11859,Chennai,Tamil Nadu,13.164995,80.183531,2024-09-05,13:00,13,Thursday,0,urban,4,0,fog,low,16,medium,drunk driving,major,3,0,0,,0.45
11870,Chennai,Tamil Nadu,12.993106,80.262943,2022-12-20,9:00,9,Tuesday,0,urban,1,0,rain,low,30,high,poor road,fatal,5,5,1,,1.0
11876,Chennai,Tamil Nadu,12.812906,80.225267,2022-08-27,1:00,1,Saturday,1,rural,2,1,rain,medium,28,low,overspeeding,minor,4,1,0,,0.25
11878,Chennai,Tamil Nadu,13.084441,80.269087,2025-04-03,3:00,3,Thursday,0,urban,1,0,fog,low,38,low,weather,minor,3,2,0,,0.45
11880,Chennai,Tamil Nadu,12.890568,80.170619,2024-05-07,19:00,19,Tuesday,0,highway,1,1,clear,high,22,high,overspeeding,fatal,5,5,1,,0.65
11882,Chennai,Tamil Nadu,13.166549,80.136692,2023-04-25,5:00,5,Tuesday,0,highway,3,1,fog,low,15,high,weather,minor,4,4,0,,0.65
11894,Chennai,Tamil Nadu,13.192427,80.111319,2022-12-01,20:00,20,Thursday,0,urban,5,1,rain,medium,36,medium,distraction,fatal,4,4,0,,0.45
11900,Chennai,Tamil Nadu,13.067005,80.284703,2024-07-25,4:00,4,Thursday,0,rural,3,0,fog,low,29,high,overspeeding,minor,3,3,0,,0.65
11905,Chennai,Tamil Nadu,12.863992,80.201757,2023-05-24,12:00,12,Wednesday,0,highway,4,0,rain,low,15,high,weather,minor,1,0,0,,0.65
11907,Chennai,Tamil Nadu,13.084237,80.244546,2024-07-08,9:00,9,Monday,0,rural,4,0,clear,high,25,high,overspeeding,fatal,2,2,1,,0.65
11913,Chennai,Tamil Nadu,12.860824,80.208827,2023-01-13,1:00,1,Friday,0,highway,6,0,fog,low,28,low,drunk driving,minor,4,3,0,,0.45
11916,Chennai,Tamil Nadu,12.90839,80.196132,2023-03-01,0:00,0,Wednesday,0,highway,1,0,rain,low,22,low,overspeeding,minor,2,1,0,,0.45
11921,Chennai,Tamil Nadu,13.16747,80.24625,2024-04-10,16:00,16,Wednesday,0,urban,1,0,clear,high,23,medium,overspeeding,major,3,1,0,Eid,0.2
11935,Chennai,Tamil Nadu,12.921864,80.109281,2022-03-05,5:00,5,Saturday,1,highway,4,1,fog,low,18,high,overspeeding,fatal,3,3,0,,0.85
11938,Chennai,Tamil Nadu,12.910292,80.107992,2023-06-13,10:00,10,Tuesday,0,urban,4,1,fog,low,38,medium,weather,minor,4,0,1,,0.6
11944,Chennai,Tamil Nadu,13.162327,80.130708,2023-11-12,9:00,9,Sunday,1,rural,6,1,fog,low,39,high,distraction,major,5,0,1,Diwali,0.9
11946,Chennai,Tamil Nadu,12.841982,80.290927,2023-06-18,8:00,8,Sunday,1,urban,3,1,fog,low,37,medium,poor road,major,4,0,1,,0.6
11959,Chennai,Tamil Nadu,13.100146,80.1443,2022-01-24,2:00,2,Monday,0,urban,5,0,clear,high,20,low,poor road,major,1,0,0,,0.1
11990,Chennai,Tamil Nadu,12.92393,80.273705,2023-06-08,11:00,11,Thursday,0,rural,3,1,rain,medium,36,medium,distraction,minor,4,2,0,,0.25
11995,Chennai,Tamil Nadu,12.934501,80.248979,2024-03-28,13:00,13,Thursday,0,highway,3,1,fog,low,24,medium,drunk driving,minor,1,0,0,,0.45
12000,Chennai,Tamil Nadu,13.179835,80.26885,2024-07-12,0:00,0,Friday,0,highway,1,0,clear,high,15,low,distraction,major,4,3,0,,0.1
12017,Chennai,Tamil Nadu,12.870341,80.234878,2023-09-29,20:00,20,Friday,0,highway,1,0,rain,medium,26,high,drunk driving,minor,1,0,0,,0.45
12021,Chennai,Tamil Nadu,13.075441,80.106417,2022-12-13,14:00,14,Tuesday,0,highway,6,0,rain,low,40,low,overspeeding,minor,5,0,0,,0.45
12027,Chennai,Tamil Nadu,12.874527,80.132909,2022-04-12,2:00,2,Tuesday,0,urban,1,0,clear,high,17,low,weather,fatal,1,1,0,,0.3
12047,Chennai,Tamil Nadu,12.996671,80.291629,2024-07-17,7:00,7,Wednesday,0,highway,6,0,fog,low,35,medium,overspeeding,major,3,1,0,,0.45
12061,Chennai,Tamil Nadu,12.931938,80.103706,2023-10-22,3:00,3,Sunday,1,highway,1,0,rain,low,23,medium,poor road,major,3,3,0,,0.45
12063,Chennai,Tamil Nadu,12.938495,80.115258,2023-06-06,7:00,7,Tuesday,0,highway,2,0,clear,high,33,high,distraction,minor,5,5,0,,0.3
12064,Chennai,Tamil Nadu,12.84915,80.110328,2024-11-12,10:00,10,Tuesday,0,urban,4,1,clear,high,19,low,drunk driving,major,1,1,1,,0.25
12072,Chennai,Tamil Nadu,12.875314,80.169902,2022-05-02,4:00,4,Monday,0,highway,3,0,rain,medium,28,low,overspeeding,major,1,0,0,,0.25
12079,Chennai,Tamil Nadu,13.078691,80.282103,2023-08-28,1:00,1,Monday,0,rural,4,0,clear,high,29,medium,drunk driving,major,1,1,0,,0.1
12090,Chennai,Tamil Nadu,13.134195,80.148608,2024-08-23,20:00,20,Friday,0,rural,4,0,clear,high,35,medium,overspeeding,minor,5,0,0,,0.1
12097,Chennai,Tamil Nadu,13.009203,80.153276,2024-01-11,15:00,15,Thursday,0,highway,6,1,fog,low,33,high,distraction,minor,4,3,0,,0.65
12100,Chennai,Tamil Nadu,12.864929,80.248298,2024-09-09,3:00,3,Monday,0,rural,4,0,clear,high,18,low,weather,minor,2,1,0,,0.1
12101,Chennai,Tamil Nadu,13.157939,80.191374,2023-05-02,22:00,22,Tuesday,0,urban,4,1,rain,low,31,high,distraction,fatal,1,1,0,,0.85
12124,Chennai,Tamil Nadu,12.865392,80.256388,2022-05-29,11:00,11,Sunday,1,urban,2,0,clear,high,35,medium,drunk driving,minor,5,4,0,,0.1
12136,Chennai,Tamil Nadu,12.869058,80.103925,2022-08-24,1:00,1,Wednesday,0,highway,2,0,clear,high,25,low,distraction,minor,2,1,0,,0.1
12142,Chennai,Tamil Nadu,12.898931,80.202202,2022-04-07,6:00,6,Thursday,0,rural,1,0,fog,low,23,high,distraction,major,4,2,0,,0.65
12148,Chennai,Tamil Nadu,13.079684,80.200687,2023-05-16,22:00,22,Tuesday,0,rural,1,1,fog,low,15,medium,weather,minor,3,1,0,,0.45
12149,Chennai,Tamil Nadu,12.911029,80.118892,2023-07-14,3:00,3,Friday,0,highway,5,0,clear,high,22,low,overspeeding,minor,4,0,0,,0.1
12169,Chennai,Tamil Nadu,13.124099,80.290357,2024-12-02,3:00,3,Monday,0,highway,5,1,rain,medium,24,low,weather,major,3,2,0,,0.25
12202,Chennai,Tamil Nadu,13.192716,80.153085,2022-07-15,1:00,1,Friday,0,rural,1,1,clear,high,38,low,weather,major,1,1,0,,0.1
12207,Chennai,Tamil Nadu,13.147494,80.297726,2024-09-20,23:00,23,Friday,0,highway,2,1,rain,low,24,high,distraction,fatal,4,4,0,,0.85
12209,Chennai,Tamil Nadu,12.924246,80.192878,2022-02-16,14:00,14,Wednesday,0,urban,6,0,rain,medium,35,low,weather,minor,3,1,0,,0.25
12226,Chennai,Tamil Nadu,13.123928,80.11579,2023-09-12,12:00,12,Tuesday,0,highway,6,0,rain,low,26,high,overspeeding,minor,2,0,0,,0.65
12231,Chennai,Tamil Nadu,12.860606,80.149442,2022-02-21,13:00,13,Monday,0,highway,2,0,clear,high,21,medium,distraction,minor,5,5,0,,0.1
12237,Chennai,Tamil Nadu,12.918044,80.179627,2024-05-15,12:00,12,Wednesday,0,highway,4,0,rain,low,19,low,drunk driving,minor,4,0,0,,0.45
12249,Chennai,Tamil Nadu,13.032,80.297816,2022-05-29,12:00,12,Sunday,1,highway,2,1,rain,medium,20,high,poor road,minor,4,1,0,,0.45
12257,Chennai,Tamil Nadu,13.032946,80.298525,2022-12-08,23:00,23,Thursday,0,rural,2,0,clear,high,35,medium,weather,minor,3,2,0,,0.1
12259,Chennai,Tamil Nadu,13.161164,80.21271,2023-05-11,9:00,9,Thursday,0,highway,6,1,rain,low,29,medium,poor road,minor,3,3,1,,0.6
12260,Chennai,Tamil Nadu,13.106089,80.162482,2023-10-07,12:00,12,Saturday,1,highway,5,0,clear,high,36,medium,weather,major,2,0,0,,0.1
12265,Chennai,Tamil Nadu,12.99687,80.202554,2023-06-01,9:00,9,Thursday,0,rural,5,1,rain,medium,19,high,drunk driving,minor,2,1,1,,0.6
12267,Chennai,Tamil Nadu,13.071613,80.151915,2023-02-22,18:00,18,Wednesday,0,urban,5,1,fog,low,16,high,weather,fatal,4,4,1,,1.0
12277,Chennai,Tamil Nadu,12.833404,80.2831,2025-01-13,22:00,22,Monday,0,highway,2,0,rain,medium,37,medium,weather,major,3,0,0,,0.25
12282,Chennai,Tamil Nadu,13.078486,80.193554,2023-08-20,10:00,10,Sunday,1,highway,4,0,fog,low,38,high,poor road,fatal,5,5,1,,1.0
12285,Chennai,Tamil Nadu,13.051847,80.244627,2023-02-25,23:00,23,Saturday,1,rural,3,1,clear,high,18,medium,drunk driving,minor,4,3,0,,0.1
12295,Chennai,Tamil Nadu,12.956928,80.145248,2023-10-14,22:00,22,Saturday,1,urban,6,1,rain,medium,20,low,weather,major,1,1,0,,0.25
12299,Chennai,Tamil Nadu,12.913429,80.231224,2024-07-23,15:00,15,Tuesday,0,highway,2,1,rain,low,21,medium,weather,minor,3,0,0,,0.45
12303,Chennai,Tamil Nadu,13.020627,80.14898,2023-02-04,11:00,11,Saturday,1,rural,4,1,fog,low,30,high,distraction,major,5,4,0,,0.65
12326,Chennai,Tamil Nadu,12.847786,80.220555,2024-12-03,0:00,0,Tuesday,0,rural,3,0,fog,low,37,low,drunk driving,minor,4,0,0,,0.45
12332,Chennai,Tamil Nadu,12.872384,80.292335,2024-11-20,5:00,5,Wednesday,0,rural,3,1,fog,low,16,medium,poor road,minor,1,1,0,,0.45
12353,Chennai,Tamil Nadu,13.100182,80.284169,2022-08-29,13:00,13,Monday,0,highway,2,1,clear,high,40,high,overspeeding,minor,2,0,0,,0.3
12361,Chennai,Tamil Nadu,12.867262,80.226758,2022-01-25,1:00,1,Tuesday,0,rural,6,0,rain,low,23,low,distraction,major,5,4,0,,0.45
12366,Chennai,Tamil Nadu,12.851034,80.200384,2022-04-05,4:00,4,Tuesday,0,urban,5,1,rain,medium,16,low,distraction,minor,5,3,0,,0.25
12374,Chennai,Tamil Nadu,13.077679,80.251662,2022-10-31,22:00,22,Monday,0,rural,1,1,clear,high,19,high,weather,fatal,1,1,0,,0.5
12382,Chennai,Tamil Nadu,12.999501,80.189888,2025-03-01,15:00,15,Saturday,1,urban,4,1,rain,medium,23,medium,poor road,minor,4,1,0,,0.25
12388,Chennai,Tamil Nadu,13.095805,80.263634,2023-02-09,11:00,11,Thursday,0,highway,5,1,clear,high,15,medium,distraction,major,2,0,0,,0.1
12392,Chennai,Tamil Nadu,13.042688,80.12339,2022-09-02,23:00,23,Friday,0,urban,5,1,clear,high,31,high,overspeeding,fatal,5,5,0,,0.5
12394,Chennai,Tamil Nadu,13.101102,80.154241,2022-02-23,7:00,7,Wednesday,0,urban,1,1,rain,medium,25,medium,overspeeding,minor,1,1,0,,0.25
12396,Chennai,Tamil Nadu,12.850924,80.133031,2023-04-02,16:00,16,Sunday,1,rural,3,1,rain,medium,26,low,drunk driving,major,2,0,0,,0.25
12402,Chennai,Tamil Nadu,12.937205,80.159383,2024-12-06,23:00,23,Friday,0,highway,2,0,fog,low,16,high,weather,fatal,2,2,0,,0.85
12433,Chennai,Tamil Nadu,12.946745,80.278111,2024-12-21,4:00,4,Saturday,1,highway,6,0,fog,low,38,medium,overspeeding,major,3,0,0,,0.45
12434,Chennai,Tamil Nadu,13.062981,80.142158,2024-01-15,9:00,9,Monday,0,highway,1,0,clear,high,36,high,poor road,minor,3,1,1,,0.45
12435,Chennai,Tamil Nadu,12.969482,80.172901,2023-04-02,4:00,4,Sunday,1,urban,5,0,clear,high,19,low,overspeeding,minor,1,0,0,,0.1
12441,Chennai,Tamil Nadu,13.110877,80.275132,2023-02-19,16:00,16,Sunday,1,rural,5,1,fog,low,19,medium,overspeeding,minor,3,0,0,,0.45
12458,Chennai,Tamil Nadu,12.895122,80.193236,2025-01-13,20:00,20,Monday,0,highway,5,0,rain,low,38,low,drunk driving,fatal,5,5,0,,0.65
12460,Chennai,Tamil Nadu,12.911609,80.175742,2025-02-02,9:00,9,Sunday,1,urban,3,1,rain,medium,22,high,weather,major,2,1,1,,0.6
12464,Chennai,Tamil Nadu,13.188372,80.210934,2024-03-06,13:00,13,Wednesday,0,urban,2,0,rain,low,24,low,drunk driving,minor,2,0,0,,0.45
12469,Chennai,Tamil Nadu,12.963297,80.236183,2022-07-21,7:00,7,Thursday,0,urban,1,0,fog,low,21,high,distraction,minor,4,4,0,,0.65
12470,Chennai,Tamil Nadu,12.944866,80.29704,2024-11-22,5:00,5,Friday,0,highway,3,1,rain,medium,20,high,distraction,major,4,0,0,,0.45
12473,Chennai,Tamil Nadu,13.07733,80.286983,2023-07-09,5:00,5,Sunday,1,highway,4,0,clear,high,15,medium,overspeeding,minor,5,5,0,,0.1
12486,Chennai,Tamil Nadu,12.976929,80.210919,2023-10-02,21:00,21,Monday,0,urban,1,1,rain,medium,15,low,drunk driving,major,5,5,0,,0.25
12502,Chennai,Tamil Nadu,12.952854,80.109839,2024-04-12,2:00,2,Friday,0,highway,3,1,rain,low,27,low,weather,fatal,2,2,0,,0.65
12509,Chennai,Tamil Nadu,12.977825,80.148657,2024-08-29,21:00,21,Thursday,0,highway,4,1,clear,high,17,low,drunk driving,minor,3,0,0,,0.1
12518,Chennai,Tamil Nadu,12.907477,80.287235,2023-11-14,1:00,1,Tuesday,0,urban,2,1,rain,low,22,low,poor road,fatal,5,5,0,,0.65
12539,Chennai,Tamil Nadu,13.180664,80.174604,2023-11-10,18:00,18,Friday,0,rural,3,0,rain,medium,28,medium,drunk driving,major,5,5,1,,0.4
12549,Chennai,Tamil Nadu,12.801703,80.259737,2022-12-17,14:00,14,Saturday,1,rural,5,0,rain,low,16,medium,weather,minor,4,4,0,,0.45
12550,Chennai,Tamil Nadu,13.007891,80.196701,2022-12-14,11:00,11,Wednesday,0,urban,1,1,fog,low,35,low,drunk driving,fatal,2,2,0,,0.65
12553,Chennai,Tamil Nadu,13.071945,80.257515,2025-02-02,8:00,8,Sunday,1,urban,4,0,rain,medium,32,low,weather,fatal,4,4,1,,0.6
12554,Chennai,Tamil Nadu,12.928241,80.210666,2024-03-29,14:00,14,Friday,0,rural,3,1,rain,medium,23,low,drunk driving,major,4,3,0,,0.25
12559,Chennai,Tamil Nadu,12.912691,80.228027,2022-01-03,1:00,1,Monday,0,highway,2,0,rain,low,36,low,drunk driving,minor,3,1,0,,0.45
12560,Chennai,Tamil Nadu,13.100289,80.135114,2022-12-10,6:00,6,Saturday,1,rural,2,1,clear,high,31,high,overspeeding,major,4,1,0,,0.3
12565,Chennai,Tamil Nadu,12.814518,80.126388,2025-01-31,12:00,12,Friday,0,highway,4,0,clear,high,37,low,distraction,major,5,4,0,,0.1
12573,Chennai,Tamil Nadu,12.96236,80.293919,2024-05-09,11:00,11,Thursday,0,rural,6,0,clear,high,19,low,weather,minor,4,2,0,,0.1
12586,Chennai,Tamil Nadu,13.167503,80.178014,2024-03-23,23:00,23,Saturday,1,urban,5,1,fog,low,36,low,distraction,minor,5,1,0,,0.45
12600,Chennai,Tamil Nadu,13.106815,80.243752,2022-07-20,8:00,8,Wednesday,0,highway,5,1,rain,low,35,high,overspeeding,major,3,1,1,,0.8
12601,Chennai,Tamil Nadu,12.890594,80.296356,2024-08-03,0:00,0,Saturday,1,highway,1,0,clear,high,31,low,drunk driving,major,4,1,0,,0.1
12610,Chennai,Tamil Nadu,12.8937,80.222464,2024-11-23,21:00,21,Saturday,1,rural,3,0,fog,low,30,medium,distraction,fatal,5,5,0,,0.65
12616,Chennai,Tamil Nadu,12.877095,80.159084,2024-10-22,14:00,14,Tuesday,0,rural,4,0,fog,low,32,high,poor road,minor,2,0,0,,0.65
12619,Chennai,Tamil Nadu,13.149515,80.200354,2024-01-12,3:00,3,Friday,0,rural,2,0,rain,low,34,medium,distraction,fatal,5,5,0,,0.65
12624,Chennai,Tamil Nadu,13.168722,80.197227,2024-04-19,22:00,22,Friday,0,urban,2,1,rain,low,20,medium,drunk driving,major,3,1,0,,0.45
12627,Chennai,Tamil Nadu,12.94464,80.160041,2023-01-13,4:00,4,Friday,0,rural,1,1,rain,medium,20,low,poor road,fatal,5,5,0,,0.45
12635,Chennai,Tamil Nadu,13.088535,80.21828,2023-09-21,7:00,7,Thursday,0,rural,5,1,clear,high,24,medium,overspeeding,major,2,2,0,,0.1
12637,Chennai,Tamil Nadu,13.041334,80.279128,2024-08-23,1:00,1,Friday,0,rural,1,0,fog,low,25,low,weather,major,5,1,0,,0.45
12642,Chennai,Tamil Nadu,13.143127,80.205066,2023-12-22,21:00,21,Friday,0,highway,2,1,fog,low,25,medium,overspeeding,minor,2,0,0,,0.45
12646,Chennai,Tamil Nadu,12.87751,80.143024,2024-07-20,10:00,10,Saturday,1,urban,6,0,clear,high,15,medium,weather,minor,4,4,1,,0.25
12677,Chennai,Tamil Nadu,13.077685,80.163328,2023-01-29,13:00,13,Sunday,1,highway,3,1,clear,high,37,medium,overspeeding,fatal,5,5,0,,0.3
12680,Chennai,Tamil Nadu,12.867476,80.158719,2024-11-26,8:00,8,Tuesday,0,highway,5,1,clear,high,33,high,poor road,minor,2,0,1,,0.45
12688,Chennai,Tamil Nadu,12.80087,80.220097,2024-12-30,7:00,7,Monday,0,urban,2,1,clear,high,36,high,overspeeding,minor,3,3,0,,0.3
12689,Chennai,Tamil Nadu,12.9767,80.23682,2024-07-04,23:00,23,Thursday,0,highway,4,0,rain,low,21,high,poor road,major,1,0,0,,0.65
12693,Chennai,Tamil Nadu,13.06871,80.223766,2023-03-10,16:00,16,Friday,0,urban,4,1,fog,low,31,medium,drunk driving,minor,4,3,0,,0.45
12698,Chennai,Tamil Nadu,12.852723,80.217595,2024-06-22,5:00,5,Saturday,1,rural,5,0,rain,low,19,medium,overspeeding,fatal,2,2,0,,0.65
12700,Chennai,Tamil Nadu,13.019148,80.172093,2024-03-01,23:00,23,Friday,0,rural,2,1,fog,low,26,low,weather,minor,4,0,0,,0.45
12703,Chennai,Tamil Nadu,12.867469,80.25476,2025-01-08,15:00,15,Wednesday,0,highway,2,0,fog,low,24,medium,distraction,minor,1,1,0,,0.45
12704,Chennai,Tamil Nadu,12.800801,80.238261,2023-07-12,8:00,8,Wednesday,0,rural,4,0,fog,low,29,high,poor road,major,5,3,1,,0.8
12722,Chennai,Tamil Nadu,12.904693,80.109235,2024-09-21,10:00,10,Saturday,1,urban,3,0,fog,low,27,medium,overspeeding,minor,2,0,1,,0.6
12735,Chennai,Tamil Nadu,13.059593,80.101338,2023-09-04,23:00,23,Monday,0,urban,3,1,clear,high,25,low,drunk driving,minor,2,2,0,,0.1
12744,Chennai,Tamil Nadu,12.873311,80.104112,2024-07-05,6:00,6,Friday,0,urban,6,0,fog,low,24,high,distraction,major,1,1,0,,0.65
12755,Chennai,Tamil Nadu,13.141821,80.256709,2024-03-29,11:00,11,Friday,0,urban,2,0,clear,high,36,high,overspeeding,minor,4,0,0,,0.3
12759,Chennai,Tamil Nadu,12.868978,80.160185,2023-03-25,3:00,3,Saturday,1,highway,6,0,fog,low,31,low,distraction,major,5,3,0,,0.45
12795,Chennai,Tamil Nadu,12.8535,80.119011,2023-12-15,5:00,5,Friday,0,rural,4,0,fog,low,23,high,poor road,minor,4,1,0,,0.65
12815,Chennai,Tamil Nadu,13.068499,80.279264,2022-12-10,9:00,9,Saturday,1,rural,5,0,rain,low,26,high,distraction,minor,4,3,1,,0.8
12816,Chennai,Tamil Nadu,13.063923,80.131614,2022-10-28,3:00,3,Friday,0,urban,3,1,clear,high,36,low,poor road,major,1,0,0,,0.1
12819,Chennai,Tamil Nadu,12.90389,80.279929,2024-03-17,13:00,13,Sunday,1,highway,1,1,clear,high,30,medium,distraction,minor,5,5,0,,0.1
12820,Chennai,Tamil Nadu,12.994286,80.270301,2022-11-04,10:00,10,Friday,0,urban,4,0,clear,high,30,medium,poor road,minor,5,0,1,,0.25
