road_id,from_zone,to_zone,from_lat,from_lon,to_lat,to_lon,distance_km,lanes,traffic_density,source_risk_score,road_status,water_depth_m,travel_time_min
R0501,Z04,Z04,12.888891,80.251456,12.871614,80.109634,8.0,2,medium,0.45,Open,0.12,21.0
R0502,Z01,Z04,13.196716,80.246568,12.871119,80.154927,8.0,3,medium,0.65,Open,0.09,18.0
R0503,Z05,Z01,13.0745,80.173078,13.121636,80.23204,8.0,3,medium,0.1,Open,0.06,20.0
R0504,Z05,Z04,13.012291,80.101907,12.906363,80.241672,8.0,2,medium,0.8,Open,0.06,22.0
R0505,Z01,Z04,13.195686,80.134903,12.86642,80.247011,8.0,2,low,0.8,Open,0.11,17.0
R0506,Z04,Z05,12.943812,80.259902,13.033398,80.120058,8.0,3,medium,0.45,Open,0.08,21.0
R0507,Z04,Z05,12.812906,80.225267,13.06505,80.182482,8.0,3,low,0.3,Open,0.04,16.0
R0508,Z01,Z05,13.178429,80.123177,13.04665,80.155475,8.0,3,low,0.45,Open,0.08,19.0
R0509,Z01,Z04,13.105067,80.276132,12.802317,80.102702,8.0,2,medium,0.65,Open,0.1,20.0
R0510,Z04,Z04,12.8565,80.140439,12.800782,80.185838,8.0,4,medium,0.65,Open,0.03,19.0
R0511,Z04,Z04,12.817781,80.109314,12.934717,80.259504,8.0,3,medium,0.65,Open,0.04,24.0
R0512,Z04,Z01,12.888235,80.289915,13.138862,80.274587,8.0,4,high,0.8,Flooded,0.27,45.0
R0513,Z04,Z04,12.889813,80.170269,12.935361,80.202172,7.49,2,high,0.25,Open,0.09,23.0
R0514,Z01,Z04,13.150922,80.282123,12.900535,80.101799,8.0,3,medium,0.1,Open,0.09,18.0
R0515,Z04,Z05,12.900778,80.288994,13.079678,80.115897,8.0,5,medium,0.55,Blocked,0.89,
R0516,Z01,Z05,13.142228,80.220438,13.142073,80.140791,8.0,5,medium,0.1,Open,0.05,18.0
R0517,Z05,Z04,13.137303,80.112927,12.964979,80.237874,8.0,5,low,0.65,Open,0.11,16.0
R0518,Z04,Z05,12.886495,80.169046,13.086327,80.149168,8.0,2,high,0.45,Open,0.03,27.0
R0519,Z04,Z01,12.957745,80.233285,13.137073,80.212321,8.0,6,low,0.1,Open,0.06,15.0
R0520,Z04,Z01,12.901635,80.280697,13.16312,80.183735,8.0,3,high,0.25,Open,0.05,26.0
R0521,Z04,Z05,12.86642,80.247011,13.150067,80.119374,8.0,1,low,0.25,Open,0.04,17.0
R0522,Z01,Z04,13.100773,80.262566,12.868863,80.161858,8.0,1,medium,0.8,Open,0.01,18.0
R0523,Z04,Z05,12.918468,80.190253,13.10537,80.152945,8.0,2,high,0.45,Open,0.02,26.0
R0524,Z05,Z01,13.062486,80.134961,13.184485,80.191928,8.0,4,high,0.1,Open,0.12,30.0
R0525,Z02,Z04,13.103558,80.2082,12.908017,80.140963,8.0,2,low,0.6,Open,0.02,17.0
R0526,Z04,Z04,12.892055,80.122731,12.863937,80.154696,5.61,6,medium,0.1,Open,0.0,16.0
R0527,Z03,Z04,13.03042,80.246426,12.839494,80.177933,8.0,3,medium,0.45,Open,0.11,19.0
R0528,Z05,Z05,13.0745,80.173078,13.02344,80.214437,8.0,4,high,0.6,Open,0.04,26.0
R0529,Z05,Z04,13.06505,80.182482,13.00938,80.222105,8.0,5,medium,0.5,Open,0.12,20.0
R0530,Z02,Z04,13.088466,80.296021,12.948346,80.231396,8.0,3,high,0.5,Open,0.0,24.0
R0531,Z04,Z04,12.893498,80.161096,12.873977,80.170854,2.98,2,high,0.45,Open,0.1,11.0
R0532,Z04,Z04,12.91542,80.168664,12.817928,80.195278,8.0,6,medium,0.1,Open,0.03,20.0
R0533,Z04,Z02,12.911418,80.120296,13.111716,80.222097,8.0,2,medium,0.45,Open,0.06,24.0
R0534,Z01,Z05,13.184877,80.180381,13.034166,80.209832,8.0,4,low,0.45,Open,0.04,17.0
R0535,Z05,Z04,12.957,80.144806,12.935361,80.202172,7.84,2,medium,0.65,Open,0.02,19.0
R0536,Z05,Z04,13.047202,80.145127,12.936386,80.131068,8.0,4,high,0.45,Open,0.03,30.0
R0537,Z01,Z05,13.190167,80.115243,13.112555,80.102129,8.0,3,high,0.45,Open,0.08,27.0
R0538,Z03,Z04,13.03998,80.246692,12.810332,80.237123,8.0,3,medium,0.45,Open,0.1,21.0
R0539,Z05,Z05,13.10537,80.152945,12.932109,80.114453,8.0,4,medium,0.1,Open,0.12,22.0
R0540,Z04,Z05,12.945712,80.191529,13.009203,80.153276,8.0,4,high,0.1,Open,0.09,28.0
R0541,Z05,Z04,13.033398,80.120058,12.879715,80.276723,8.0,3,medium,0.6,Open,0.02,21.0
R0542,Z01,Z05,13.165904,80.143318,13.00575,80.194874,8.0,1,medium,0.45,Open,0.07,19.0
R0543,Z04,Z04,12.879417,80.282199,12.802317,80.102702,8.0,6,high,0.65,Open,0.1,31.0
R0544,Z01,Z05,13.121918,80.212704,13.106379,80.121158,8.0,4,high,0.3,Open,0.02,27.0
R0545,Z05,Z05,13.086327,80.149168,13.137664,80.101653,8.0,3,low,0.6,Open,0.08,18.0
R0546,Z04,Z04,12.911426,80.245373,12.90624,80.241547,0.87,1,medium,0.45,Open,0.04,2.0
R0547,Z05,Z01,13.106379,80.121158,13.140114,80.294483,8.0,2,low,1.0,Open,0.0,16.0
R0548,Z05,Z04,13.044829,80.193424,12.860229,80.110222,8.0,6,medium,0.45,Open,0.11,20.0
R0549,Z04,Z05,12.851427,80.162817,13.11371,80.129011,8.0,2,medium,0.65,Open,0.03,23.0
R0550,Z05,Z04,13.00575,80.194874,12.879715,80.276723,8.0,4,medium,0.45,Open,0.02,22.0
R0551,Z04,Z04,12.885732,80.28941,12.93666,80.280177,7.16,3,high,0.45,Open,0.06,24.0
R0552,Z04,Z04,12.825091,80.189388,12.898908,80.14765,8.0,2,medium,0.45,Open,0.1,19.0
R0553,Z04,Z04,12.971181,80.227909,12.874726,80.246613,8.0,3,medium,0.8,Open,0.11,22.0
R0554,Z05,Z04,13.042466,80.21764,12.886495,80.169046,8.0,3,high,0.45,Open,0.08,30.0
R0555,Z01,Z05,13.098904,80.299763,12.967919,80.148835,8.0,3,high,0.25,Open,0.03,25.0
R0556,Z04,Z05,12.842031,80.250212,13.054212,80.167588,8.0,1,high,0.1,Open,0.11,25.0
R0557,Z02,Z04,13.079539,80.290415,12.803783,80.148517,8.0,2,high,0.45,Open,0.12,30.0
R0558,Z02,Z01,13.082595,80.261612,13.143699,80.197399,8.0,4,medium,0.25,Flooded,0.33,36.0
R0559,Z04,Z02,12.933516,80.230036,13.044535,80.250072,8.0,5,medium,0.45,Open,0.09,24.0
R0560,Z04,Z01,12.87751,80.143024,13.135463,80.162444,8.0,5,medium,0.45,Open,0.11,22.0
R0561,Z01,Z04,13.13537,80.260539,12.899228,80.178856,8.0,4,low,0.6,Open,0.1,18.0
R0562,Z02,Z04,13.08861,80.276669,12.812614,80.208366,8.0,3,medium,0.85,Open,0.12,20.0
R0563,Z01,Z04,13.147494,80.297726,12.933516,80.230036,8.0,2,medium,0.65,Open,0.02,21.0
R0564,Z01,Z05,13.16345,80.183127,13.138899,80.10353,8.0,4,medium,0.3,Open,0.11,22.0
R0565,Z04,Z04,12.804088,80.191241,12.871119,80.154927,8.0,3,medium,0.8,Open,0.03,24.0
R0566,Z01,Z04,13.161164,80.21271,12.822978,80.147682,8.0,4,high,0.1,Open,0.05,31.0
R0567,Z01,Z04,13.132439,80.247215,12.915258,80.278309,8.0,4,low,0.1,Open,0.06,18.0
R0568,Z04,Z05,12.873311,80.104112,13.081975,80.182263,8.0,4,high,0.3,Open,0.06,28.0
R0569,Z05,Z04,13.101488,80.166135,12.964817,80.251759,8.0,3,medium,0.45,Open,0.02,19.0
R0570,Z04,Z04,12.935361,80.202172,12.902664,80.291512,8.0,2,medium,0.8,Open,0.02,24.0
R0571,Z04,Z05,12.916065,80.11553,12.994364,80.163601,8.0,6,high,0.45,Open,0.06,26.0
R0572,Z04,Z04,12.883825,80.14831,12.958391,80.172063,8.0,3,high,0.65,Open,0.11,29.0
R0573,Z04,Z04,12.843385,80.191578,12.942369,80.162074,8.0,3,low,0.8,Open,0.02,19.0
R0574,Z04,Z05,12.80225,80.246583,12.987818,80.100186,8.0,1,medium,0.1,Open,0.07,22.0
R0575,Z04,Z05,12.932051,80.148993,13.14787,80.108834,8.0,2,high,0.45,Open,0.03,25.0
R0576,Z04,Z01,12.869171,80.161093,13.094119,80.284916,8.0,1,medium,0.45,Open,0.05,22.0
R0577,Z01,Z04,13.127236,80.250878,12.815314,80.208719,8.0,3,high,0.3,Open,0.11,26.0
R0578,Z04,Z04,12.838996,80.122011,12.955984,80.227487,8.0,3,medium,0.1,Open,0.08,22.0
R0579,Z01,Z04,13.183117,80.261954,12.828279,80.181377,8.0,4,high,0.3,Open,0.04,26.0
R0580,Z02,Z04,13.087782,80.234596,12.948615,80.224853,8.0,4,low,0.45,Open,0.1,18.0
R0581,Z04,Z04,12.867929,80.29808,12.916065,80.11553,8.0,4,low,0.3,Open,0.1,18.0
R0582,Z04,Z04,12.869193,80.188647,12.803783,80.148517,8.0,4,high,0.45,Open,0.03,29.0
R0583,Z04,Z02,12.831533,80.116534,13.062826,80.282181,8.0,4,medium,0.45,Open,0.07,19.0
R0584,Z05,Z03,13.142261,80.127245,13.010989,80.231369,8.0,2,low,0.1,Open,0.02,17.0
R0585,Z04,Z01,12.886631,80.227444,13.118676,80.26437,8.0,4,low,0.3,Open,0.01,16.0
R0586,Z05,Z04,13.039335,80.202324,12.800331,80.172707,8.0,5,medium,0.6,Open,0.02,23.0
R0587,Z04,Z05,12.802317,80.102702,13.014101,80.1717,8.0,5,medium,0.1,Open,0.02,24.0
R0588,Z01,Z02,13.121351,80.255185,13.079539,80.290415,7.31,4,medium,0.65,Open,0.08,18.0
R0589,Z05,Z01,13.057374,80.206391,13.186773,80.223555,8.0,2,high,0.1,Open,0.07,29.0
R0590,Z05,Z03,12.94063,80.113955,12.935986,80.285514,8.0,3,low,0.8,Open,0.08,17.0
R0591,Z04,Z04,12.91143,80.158485,12.934501,80.248979,8.0,4,medium,0.1,Open,0.06,23.0
R0592,Z05,Z04,13.081496,80.105161,12.812884,80.252648,8.0,3,low,1.0,Open,0.0,15.0
R0593,Z05,Z04,13.106089,80.162482,12.875143,80.123884,8.0,2,high,0.6,Open,0.1,29.0
R0594,Z01,Z04,13.13537,80.260539,12.892055,80.122731,8.0,2,medium,0.45,Open,0.05,24.0
R0595,Z04,Z04,12.800331,80.172707,12.93666,80.280177,8.0,3,low,0.6,Open,0.09,19.0
R0596,Z05,Z04,12.961216,80.143204,12.845198,80.228129,8.0,4,medium,0.8,Open,0.12,19.0
R0597,Z01,Z01,13.118329,80.239739,13.132978,80.287781,6.4,3,low,0.1,Open,0.06,14.0
R0598,Z04,Z01,12.877906,80.154973,13.187547,80.214467,8.0,2,medium,0.6,Open,0.01,19.0
R0599,Z04,Z04,12.800172,80.202976,12.984553,80.200492,8.0,3,high,0.3,Open,0.05,26.0
R0600,Z05,Z04,13.146122,80.136593,12.80225,80.246583,8.0,3,low,0.45,Flooded,0.36,24.0
R0601,Z05,Z02,13.044621,80.120735,13.102968,80.20593,8.0,3,medium,0.1,Open,0.03,18.0
R0602,Z04,Z04,12.875969,80.162546,12.815314,80.208719,8.0,4,low,0.65,Open,0.09,15.0
R0603,Z05,Z05,12.997029,80.180985,12.961216,80.143204,6.89,2,low,0.6,Open,0.06,14.0
R0604,Z04,Z04,12.958422,80.16674,12.918477,80.208836,7.68,4,low,0.8,Open,0.11,16.0
R0605,Z01,Z04,13.15515,80.176578,12.800172,80.202976,8.0,5,low,0.1,Open,0.04,17.0
R0606,Z05,Z04,12.988979,80.169063,12.819596,80.151577,8.0,3,low,0.1,Open,0.09,17.0
R0607,Z03,Z02,13.010989,80.231369,13.050483,80.266499,7.05,3,high,0.1,Flooded,0.37,35.0
R0608,Z04,Z05,12.938726,80.155003,13.129312,80.155801,8.0,2,medium,0.45,Open,0.0,21.0
R0609,Z01,Z04,13.183409,80.257544,12.8144,80.203421,8.0,4,medium,0.8,Open,0.03,19.0
R0610,Z04,Z02,12.8565,80.140439,13.085415,80.289871,8.0,6,high,0.25,Open,0.09,27.0
R0611,Z04,Z01,12.807691,80.256604,13.118676,80.26437,8.0,2,low,0.45,Open,0.12,19.0
R0612,Z02,Z04,13.095082,80.241801,12.902775,80.19886,8.0,2,low,0.8,Open,0.1,17.0
R0613,Z04,Z04,12.913429,80.231224,12.802317,80.102702,8.0,3,low,0.3,Open,0.07,16.0
R0614,Z05,Z04,13.033398,80.120058,12.819473,80.294897,8.0,3,low,0.45,Open,0.09,17.0
R0615,Z05,Z05,13.042058,80.148231,13.132168,80.140299,8.0,3,low,0.45,Open,0.04,16.0
R0616,Z01,Z03,13.177552,80.271978,12.975701,80.277032,8.0,4,medium,0.1,Open,0.03,19.0
R0617,Z05,Z01,13.133708,80.133141,13.16312,80.183735,7.58,4,high,0.45,Open,0.09,24.0
R0618,Z05,Z03,13.052522,80.14345,12.994773,80.254173,8.0,4,high,0.1,Open,0.07,31.0
R0619,Z05,Z05,12.987569,80.123886,12.957,80.144806,5.0,2,medium,0.1,Open,0.03,14.0
R0620,Z02,Z05,13.056918,80.294864,13.002232,80.118523,8.0,3,medium,0.45,Open,0.05,21.0
R0621,Z04,Z03,12.910225,80.265923,12.998433,80.292821,8.0,5,low,0.6,Open,0.01,16.0
R0622,Z02,Z05,13.062826,80.282181,13.058442,80.119815,8.0,3,medium,0.45,Open,0.07,23.0
R0623,Z05,Z03,12.965089,80.146046,12.985624,80.296864,8.0,2,medium,0.8,Open,0.1,18.0
R0624,Z02,Z05,13.088466,80.296021,13.027208,80.20029,8.0,4,medium,0.65,Open,0.02,20.0
R0625,Z04,Z03,12.808191,80.293183,13.026355,80.287258,8.0,5,low,0.1,Open,0.12,17.0
R0626,Z05,Z01,13.058756,80.195367,13.139816,80.164193,8.0,2,low,0.8,Open,0.07,17.0
R0627,Z04,Z04,12.860095,80.242405,12.923608,80.226417,8.0,3,high,0.1,Open,0.09,26.0
R0628,Z05,Z04,13.004738,80.164282,12.922646,80.237274,8.0,3,medium,0.45,Open,0.12,22.0
R0629,Z05,Z04,13.079678,80.115897,12.941818,80.265391,8.0,5,medium,0.3,Open,0.04,22.0
R0630,Z04,Z04,12.804397,80.225323,12.871614,80.109634,8.0,5,low,0.8,Open,0.11,19.0
R0631,Z05,Z04,13.081149,80.198629,12.869385,80.115294,8.0,2,high,0.6,Open,0.06,27.0
R0632,Z01,Z01,13.112704,80.248973,13.180664,80.174604,8.0,5,high,0.45,Open,0.05,25.0
R0633,Z04,Z05,12.869193,80.188647,12.982524,80.127711,8.0,2,medium,0.45,Open,0.03,23.0
R0634,Z01,Z04,13.121918,80.212704,12.812906,80.225267,8.0,2,medium,0.45,Open,0.1,22.0
R0635,Z04,Z01,12.913284,80.291148,13.122343,80.263315,8.0,4,medium,0.45,Open,0.04,18.0
R0636,Z04,Z05,12.887987,80.233219,13.118749,80.149829,8.0,5,low,0.1,Open,0.09,15.0
R0637,Z04,Z05,12.804217,80.222019,13.144089,80.144206,8.0,3,high,0.8,Open,0.09,28.0
R0638,Z04,Z04,12.957708,80.155542,12.832497,80.256613,8.0,3,medium,0.45,Open,0.05,21.0
R0639,Z04,Z03,12.828279,80.181377,13.03042,80.246426,8.0,5,medium,0.3,Open,0.06,20.0
R0640,Z01,Z02,13.194131,80.133434,13.100713,80.196343,8.0,4,high,0.45,Open,0.0,28.0
R0641,Z04,Z05,12.885723,80.240431,13.002232,80.118523,8.0,3,medium,0.45,Open,0.08,19.0
R0642,Z01,Z01,13.136882,80.163686,13.117888,80.234359,8.0,5,medium,0.45,Open,0.03,21.0
R0643,Z03,Z02,12.967702,80.295155,13.085225,80.269786,8.0,1,high,0.1,Open,0.01,26.0
R0644,Z04,Z03,12.956086,80.245675,13.032946,80.298525,8.0,4,low,0.4,Open,0.05,17.0
R0645,Z05,Z02,13.057374,80.206391,13.1071,80.190945,7.17,3,high,0.3,Open,0.1,24.0
R0646,Z01,Z04,13.188372,80.210934,12.851906,80.237577,8.0,3,high,0.1,Flooded,0.56,42.0
R0647,Z02,Z04,13.085225,80.269786,12.845869,80.164399,8.0,1,high,0.65,Open,0.03,28.0
R0648,Z04,Z05,12.872674,80.164163,13.085224,80.162401,8.0,2,high,0.3,Open,0.12,32.0
R0649,Z03,Z05,13.007842,80.263724,13.119884,80.137942,8.0,2,high,0.25,Open,0.12,26.0
R0650,Z03,Z04,12.939717,80.288367,12.873404,80.139849,8.0,2,low,0.45,Open,0.07,19.0
R0651,Z05,Z04,13.027208,80.20029,12.898188,80.15184,8.0,3,medium,0.65,Open,0.11,22.0
R0652,Z01,Z01,13.191555,80.225763,13.180664,80.174604,6.63,5,medium,0.65,Open,0.11,20.0
R0653,Z02,Z01,13.085415,80.289871,13.16345,80.183127,8.0,4,medium,0.65,Open,0.07,24.0
R0654,Z04,Z04,12.90624,80.241547,12.976507,80.195901,8.0,4,medium,0.8,Open,0.11,24.0
R0655,Z04,Z04,12.958391,80.172063,12.836117,80.164574,8.0,4,medium,0.8,Open,0.01,21.0
R0656,Z02,Z04,13.050483,80.266499,12.832635,80.160115,8.0,1,medium,0.45,Open,0.08,24.0
R0657,Z01,Z04,13.147494,80.297726,12.875933,80.268281,8.0,3,low,0.5,Open,0.03,18.0
R0658,Z04,Z04,12.810145,80.159297,12.893498,80.161096,8.0,2,medium,0.6,Open,0.06,20.0
R0659,Z04,Z04,12.804217,80.222019,12.810811,80.231258,1.48,6,high,0.25,Open,0.0,5.0
R0660,Z01,Z03,13.128761,80.276771,12.953116,80.278683,8.0,2,medium,0.1,Open,0.1,20.0
R0661,Z04,Z04,12.899228,80.178856,12.830601,80.14151,8.0,2,medium,0.45,Open,0.02,19.0
R0662,Z04,Z01,12.80441,80.275275,13.149476,80.247158,8.0,3,low,0.8,Open,0.02,18.0
R0663,Z05,Z05,13.081496,80.105161,13.08804,80.194476,8.0,5,low,0.1,Open,0.0,15.0
R0664,Z05,Z04,12.94063,80.113955,12.870341,80.234878,8.0,5,medium,0.65,Open,0.05,21.0
R0665,Z03,Z01,12.96236,80.293919,13.13537,80.260539,8.0,3,medium,0.8,Open,0.11,24.0
R0666,Z05,Z05,13.145224,80.102416,13.065783,80.176373,8.0,3,low,0.3,Open,0.08,18.0
R0667,Z04,Z04,12.95539,80.180246,12.830601,80.14151,8.0,3,medium,0.1,Open,0.08,22.0
R0668,Z04,Z04,12.849446,80.297604,12.884835,80.121577,8.0,4,high,0.1,Open,0.0,30.0
R0669,Z04,Z04,12.804217,80.222019,12.879417,80.282199,8.0,3,medium,0.9,Open,0.08,23.0
R0670,Z04,Z05,12.91542,80.168664,13.033398,80.120058,8.0,2,low,0.65,Open,0.07,15.0
R0671,Z04,Z05,12.876382,80.267796,13.153794,80.125494,8.0,1,high,0.65,Open,0.04,29.0
R0672,Z05,Z05,13.039335,80.202324,12.987569,80.123886,8.0,2,medium,0.45,Open,0.11,20.0
R0673,Z04,Z04,12.843385,80.191578,12.812323,80.16859,5.2,5,medium,0.1,Open,0.08,14.0
R0674,Z04,Z04,12.90624,80.241547,12.817781,80.109314,8.0,4,medium,0.5,Open,0.11,21.0
R0675,Z04,Z03,12.964979,80.237874,13.03998,80.246692,8.0,4,medium,0.45,Open,0.1,22.0
R0676,Z05,Z04,13.064231,80.188245,12.860942,80.153336,8.0,4,low,0.6,Open,0.09,18.0
R0677,Z05,Z04,13.057374,80.206391,12.961039,80.232411,8.0,2,high,0.8,Open,0.09,27.0
R0678,Z05,Z05,13.109903,80.151201,13.106089,80.162482,1.52,4,medium,0.65,Open,0.1,4.0
R0679,Z05,Z03,13.11371,80.129011,13.00679,80.285834,8.0,3,medium,0.6,Open,0.07,19.0
R0680,Z01,Z04,13.103774,80.258784,12.804217,80.222019,8.0,4,high,0.45,Open,0.0,24.0
R0681,Z05,Z04,13.107108,80.178339,12.908412,80.2383,8.0,2,medium,0.45,Open,0.0,22.0
R0682,Z04,Z03,12.838717,80.113583,12.964571,80.275668,8.0,3,low,0.45,Open,0.1,17.0
R0683,Z04,Z05,12.801191,80.288122,12.967919,80.148835,8.0,1,medium,0.5,Open,0.07,18.0
R0684,Z05,Z04,13.027208,80.20029,12.911426,80.245373,8.0,3,medium,0.8,Open,0.06,20.0
R0685,Z04,Z01,12.800782,80.185838,13.160185,80.204003,8.0,5,low,0.1,Open,0.02,16.0
R0686,Z04,Z05,12.913284,80.291148,13.146122,80.136593,8.0,1,high,0.1,Flooded,0.55,54.0
R0687,Z01,Z02,13.167691,80.214004,13.050483,80.266499,8.0,2,medium,0.1,Open,0.07,20.0
R0688,Z01,Z01,13.118676,80.26437,13.172928,80.157062,8.0,6,high,0.45,Open,0.04,32.0
R0689,Z04,Z03,12.804217,80.222019,12.985379,80.270569,8.0,3,high,0.1,Open,0.06,25.0
R0690,Z01,Z01,13.170822,80.195504,13.159211,80.181916,2.35,3,medium,0.65,Open,0.02,6.0
R0691,Z01,Z01,13.160185,80.204003,13.128612,80.230974,5.55,4,low,0.65,Open,0.02,12.0
R0692,Z04,Z05,12.87787,80.223929,13.023442,80.159728,8.0,1,high,0.1,Open,0.07,24.0
R0693,Z05,Z04,13.150376,80.129118,12.868166,80.212201,8.0,2,low,0.1,Open,0.01,15.0
R0694,Z05,Z05,13.171117,80.116406,13.146122,80.136593,4.3,3,low,0.45,Open,0.0,10.0
R0695,Z04,Z03,12.867412,80.276954,12.994286,80.270301,8.0,4,medium,0.65,Open,0.06,20.0
R0696,Z05,Z05,13.062244,80.117455,13.062486,80.134961,2.21,6,medium,0.1,Open,0.01,6.0
R0697,Z01,Z01,13.159211,80.181916,13.174765,80.208693,4.01,5,low,0.45,Open,0.0,9.0
R0698,Z04,Z04,12.885732,80.28941,12.898506,80.250275,5.25,2,medium,0.45,Open,0.09,14.0
R0699,Z01,Z01,13.191555,80.225763,13.170822,80.195504,4.78,1,high,0.8,Open,0.12,17.0
R0700,Z05,Z05,13.144089,80.144206,13.036686,80.206434,8.0,2,medium,0.85,Open,0.08,19.0
R0701,Z03,Z04,13.007842,80.263724,12.935045,80.150449,8.0,3,low,0.1,Open,0.1,18.0
R0702,Z05,Z01,13.033398,80.120058,13.161164,80.21271,8.0,4,high,0.6,Open,0.07,27.0
R0703,Z04,Z04,12.838717,80.113583,12.889813,80.170269,8.0,6,medium,0.25,Open,0.05,22.0
R0704,Z02,Z04,13.058866,80.265862,12.869193,80.188647,8.0,1,low,0.45,Open,0.06,17.0
R0705,Z04,Z04,12.803447,80.190025,12.971146,80.213738,8.0,3,medium,0.1,Open,0.09,23.0
R0706,Z02,Z04,13.08861,80.276669,12.874065,80.280454,8.0,2,medium,0.1,Open,0.02,22.0
R0707,Z03,Z04,13.03915,80.231203,12.918477,80.208836,8.0,5,high,0.1,Open,0.07,29.0
R0708,Z04,Z05,12.80087,80.220097,13.00575,80.194874,8.0,5,medium,0.1,Open,0.03,21.0
R0709,Z04,Z02,12.939106,80.205161,13.049683,80.244644,8.0,3,low,0.1,Open,0.1,17.0
R0710,Z04,Z01,12.900535,80.101799,13.197038,80.200628,8.0,5,medium,0.4,Open,0.06,21.0
R0711,Z05,Z05,13.10537,80.152945,13.047202,80.145127,8.0,3,medium,0.65,Open,0.03,21.0
R0712,Z05,Z05,13.0745,80.173078,12.996411,80.115814,8.0,5,high,0.45,Open,0.09,29.0
R0713,Z01,Z04,13.175725,80.196125,12.958391,80.172063,8.0,3,high,0.3,Open,0.03,30.0
R0714,Z04,Z05,12.831533,80.116534,13.013129,80.169931,8.0,2,high,0.25,Open,0.03,27.0
R0715,Z03,Z02,13.005312,80.260723,13.088466,80.296021,8.0,2,medium,0.3,Open,0.1,23.0
R0716,Z01,Z04,13.167099,80.128024,12.894591,80.133396,8.0,3,high,0.8,Open,0.01,28.0
R0717,Z04,Z05,12.958422,80.16674,12.987818,80.100186,8.0,5,medium,0.5,Open,0.06,23.0
R0718,Z04,Z04,12.94758,80.184054,12.817928,80.195278,8.0,1,high,0.1,Open,0.08,29.0
R0719,Z04,Z04,12.8144,80.203421,12.812884,80.252648,6.22,3,low,0.45,Open,0.08,11.0
R0720,Z04,Z05,12.810811,80.231258,13.144258,80.115096,8.0,3,low,0.1,Flooded,0.25,24.0
R0721,Z03,Z03,12.996277,80.262176,12.985379,80.270569,1.85,4,low,0.45,Open,0.03,4.0
R0722,Z05,Z05,13.064537,80.113732,13.118581,80.15622,8.0,2,medium,0.25,Blocked,0.86,
R0723,Z04,Z04,12.87271,80.136728,12.810145,80.159297,8.0,2,low,0.4,Open,0.07,18.0
R0724,Z05,Z03,13.062244,80.117455,12.999059,80.280725,8.0,3,medium,0.3,Open,0.07,23.0
R0725,Z01,Z02,13.158744,80.225029,13.053037,80.256862,8.0,2,low,0.8,Open,0.08,18.0
R0726,Z03,Z04,13.024906,80.246376,12.919143,80.149866,8.0,2,low,0.45,Open,0.01,19.0
R0727,Z04,Z05,12.842031,80.250212,13.006747,80.155321,8.0,2,medium,0.45,Open,0.03,22.0
R0728,Z04,Z04,12.804088,80.191241,12.841709,80.181911,5.35,2,high,0.1,Open,0.1,21.0
R0729,Z01,Z04,13.161004,80.215234,12.934501,80.248979,8.0,3,medium,0.45,Open,0.08,23.0
R0730,Z04,Z05,12.840434,80.180347,13.08804,80.194476,8.0,3,medium,0.65,Open,0.08,24.0
R0731,Z04,Z02,12.867929,80.29808,13.056918,80.294864,8.0,5,low,0.8,Open,0.06,15.0
R0732,Z03,Z04,13.009604,80.268339,12.842879,80.206219,8.0,3,low,0.1,Open,0.09,15.0
R0733,Z04,Z04,12.842879,80.206219,12.94758,80.184054,8.0,3,medium,0.45,Open,0.03,19.0
R0734,Z01,Z03,13.13537,80.260539,12.964571,80.275668,8.0,3,high,0.45,Open,0.1,30.0
R0735,Z05,Z03,13.151811,80.11911,13.01833,80.254082,8.0,5,high,0.45,Open,0.02,31.0
R0736,Z05,Z01,13.150067,80.119374,13.128612,80.230974,8.0,4,high,0.65,Open,0.1,29.0
R0737,Z05,Z01,12.968578,80.157711,13.117888,80.234359,8.0,3,medium,0.65,Open,0.08,23.0
R0738,Z05,Z05,12.996411,80.115814,13.10537,80.152945,8.0,3,high,0.45,Open,0.08,29.0
R0739,Z05,Z04,13.009203,80.153276,12.843655,80.272743,8.0,5,medium,0.25,Open,0.11,20.0
R0740,Z01,Z01,13.18632,80.138826,13.135463,80.162444,7.66,4,high,0.85,Open,0.07,23.0
R0741,Z01,Z01,13.140466,80.261612,13.177552,80.271978,5.31,6,low,0.65,Open,0.05,12.0
R0742,Z04,Z04,12.86244,80.267736,12.873369,80.104395,8.0,4,medium,0.3,Open,0.0,20.0
R0743,Z05,Z04,12.996022,80.162539,12.83582,80.152778,8.0,6,high,0.6,Open,0.0,26.0
R0744,Z04,Z04,12.817928,80.195278,12.87787,80.223929,8.0,1,medium,0.1,Open,0.1,20.0
R0745,Z04,Z05,12.847954,80.110627,13.047732,80.181312,8.0,5,medium,0.4,Open,0.02,21.0
R0746,Z01,Z04,13.164668,80.257302,12.852457,80.292709,8.0,2,medium,0.6,Open,0.04,22.0
R0747,Z05,Z05,12.979773,80.125904,13.051843,80.101492,8.0,2,high,0.65,Open,0.03,28.0
R0748,Z01,Z04,13.121636,80.23204,12.869171,80.161093,8.0,2,medium,0.25,Open,0.1,22.0
R0749,Z04,Z01,12.939459,80.12713,13.093869,80.295687,8.0,4,low,0.45,Open,0.12,15.0
R0750,Z05,Z02,13.167224,80.108893,13.057548,80.234556,8.0,5,high,0.8,Open,0.11,26.0
