event_id,cell_id,zone_id,zone_name,rainfall_mm_day,flood_index,response_stage,hour,minute
E07888,Z01-042,Z01,North Chennai,12.3,1.552,Normal,5,2
E07889,Z04-037,Z04,Velachery,16.6,1.734,Evacuation,17,16
E07890,Z01-053,Z01,North Chennai,17.5,1.852,Evacuation,23,4
E07891,Z05-006,Z05,South-West Chennai,2.7,0.239,Evacuation,15,35
E07892,Z03-046,Z03,Adyar,6.5,0.688,Evacuation,23,47
E07893,Z04-094,Z04,Velachery,2.9,0.357,Emergency,22,5
E07894,Z05-068,Z05,South-West Chennai,10.7,0.841,Evacuation,7,34
E07895,Z04-072,Z04,Velachery,12.8,2.13,Evacuation,3,35
E07896,Z02-067,Z02,Central Chennai,10.2,0.97,Emergency,7,3
E07897,Z01-040,Z01,North Chennai,14.3,1.548,Evacuation,3,48
E07898,Z03-086,Z03,Adyar,8.3,1.101,Normal,17,12
E07899,Z04-074,Z04,Velachery,2.5,0.36,Emergency,10,6
E07900,Z02-097,Z02,Central Chennai,2.5,0.228,Warning,3,39
E07901,Z04-057,Z04,Velachery,7.2,1.01,Warning,23,51
E07902,Z03-045,Z03,Adyar,18.2,1.826,Normal,19,22
E07903,Z01-071,Z01,North Chennai,2.2,0.295,Evacuation,4,7
E07904,Z01-005,Z01,North Chennai,8.3,0.923,Warning,6,51
E07905,Z02-030,Z02,Central Chennai,13.0,0.863,Evacuation,15,54
E07906,Z05-060,Z05,South-West Chennai,10.7,0.995,Warning,17,42
E07907,Z01-043,Z01,North Chennai,7.3,1.239,Evacuation,2,48
E07908,Z01-091,Z01,North Chennai,2.9,0.261,Evacuation,11,45
E07909,Z05-029,Z05,South-West Chennai,22.6,1.7,Emergency,20,25
E07910,Z03-088,Z03,Adyar,9.2,1.334,Warning,18,15
E07911,Z01-023,Z01,North Chennai,9.7,1.012,Evacuation,2,28
E07912,Z04-019,Z04,Velachery,11.8,1.584,Normal,0,25
E07913,Z05-053,Z05,South-West Chennai,2.7,0.187,Evacuation,1,55
E07914,Z03-035,Z03,Adyar,9.1,1.352,Warning,9,17
E07915,Z05-056,Z05,South-West Chennai,12.2,1.334,Normal,11,14
E07916,Z01-043,Z01,North Chennai,11.2,1.032,Evacuation,9,41
E07917,Z04-053,Z04,Velachery,11.8,1.735,Evacuation,9,1
E07918,Z01-085,Z01,North Chennai,8.9,1.031,Evacuation,22,7
E07919,Z04-024,Z04,Velachery,11.1,1.398,Warning,4,2
E07920,Z05-024,Z05,South-West Chennai,10.1,0.964,Warning,22,28
E07921,Z04-036,Z04,Velachery,10.5,1.186,Evacuation,19,59
E07922,Z05-064,Z05,South-West Chennai,2.3,0.215,Warning,17,10
E07923,Z04-008,Z04,Velachery,5.9,1.013,Warning,0,16
E07924,Z03-084,Z03,Adyar,12.2,1.614,Normal,4,15
E07925,Z05-034,Z05,South-West Chennai,21.7,1.853,Evacuation,18,46
E07926,Z05-042,Z05,South-West Chennai,2.1,0.269,Warning,2,49
E07927,Z05-068,Z05,South-West Chennai,10.1,0.909,Normal,17,38
E07928,Z03-077,Z03,Adyar,8.3,1.055,Emergency,3,53
E07929,Z02-088,Z02,Central Chennai,25.4,2.468,Evacuation,11,34
E07930,Z03-048,Z03,Adyar,6.4,1.121,Evacuation,1,12
E07931,Z03-094,Z03,Adyar,7.1,0.913,Emergency,17,20
E07932,Z01-058,Z01,North Chennai,8.4,1.221,Evacuation,10,30
E07933,Z01-024,Z01,North Chennai,10.8,1.166,Normal,19,49
E07934,Z04-100,Z04,Velachery,9.7,1.221,Emergency,12,47
E07935,Z05-042,Z05,South-West Chennai,2.7,0.226,Warning,3,16
E07936,Z04-051,Z04,Velachery,9.9,1.135,Warning,2,29
E07937,Z02-034,Z02,Central Chennai,10.6,0.759,Evacuation,17,6
E07938,Z01-062,Z01,North Chennai,8.4,1.165,Normal,12,9
E07939,Z02-016,Z02,Central Chennai,14.1,1.458,Normal,0,8
E07940,Z04-083,Z04,Velachery,15.5,2.004,Evacuation,6,4
E07941,Z05-071,Z05,South-West Chennai,8.1,0.959,Normal,23,21
E07942,Z05-078,Z05,South-West Chennai,9.1,1.172,Normal,5,0
E07943,Z03-075,Z03,Adyar,7.7,0.905,Evacuation,8,59
E07944,Z04-035,Z04,Velachery,2.5,0.287,Evacuation,9,17
E07945,Z01-053,Z01,North Chennai,17.6,2.135,Emergency,4,4
E07946,Z04-010,Z04,Velachery,16.7,1.806,Evacuation,12,44
E07947,Z02-083,Z02,Central Chennai,15.4,2.192,Evacuation,4,33
E07948,Z04-052,Z04,Velachery,13.8,2.824,Emergency,4,56
E07949,Z01-055,Z01,North Chennai,13.7,1.367,Evacuation,20,13
E07950,Z03-036,Z03,Adyar,15.0,1.703,Evacuation,13,12
E07951,Z05-027,Z05,South-West Chennai,6.7,0.65,Evacuation,15,27
E07952,Z04-014,Z04,Velachery,9.7,1.739,Emergency,21,13
E07953,Z01-044,Z01,North Chennai,15.8,1.435,Warning,17,45
E07954,Z02-075,Z02,Central Chennai,21.4,1.972,Warning,16,17
E07955,Z01-010,Z01,North Chennai,9.8,1.251,Evacuation,13,54
E07956,Z03-065,Z03,Adyar,15.7,1.586,Warning,3,6
E07957,Z02-005,Z02,Central Chennai,6.3,0.642,Evacuation,9,6
E07958,Z01-038,Z01,North Chennai,7.6,1.196,Evacuation,22,10
E07959,Z03-084,Z03,Adyar,12.7,2.048,Evacuation,23,8
E07960,Z02-081,Z02,Central Chennai,12.1,1.106,Emergency,16,27
E07961,Z05-029,Z05,South-West Chennai,20.6,1.97,Emergency,4,49
E07962,Z01-015,Z01,North Chennai,17.9,1.795,Warning,19,1
E07963,Z05-017,Z05,South-West Chennai,9.5,1.016,Warning,2,56
E07964,Z02-092,Z02,Central Chennai,7.7,0.595,Warning,18,49
E07965,Z01-046,Z01,North Chennai,9.7,1.011,Evacuation,23,30
E07966,Z02-086,Z02,Central Chennai,10.4,0.999,Evacuation,10,32
E07967,Z01-081,Z01,North Chennai,13.6,1.74,Evacuation,12,23
E07968,Z01-014,Z01,North Chennai,2.1,0.362,Evacuation,5,50
E07969,Z02-061,Z02,Central Chennai,9.8,1.044,Normal,6,36
E07970,Z02-084,Z02,Central Chennai,3.0,0.298,Evacuation,14,35
E07971,Z03-031,Z03,Adyar,14.1,2.033,Evacuation,23,49
E07972,Z05-070,Z05,South-West Chennai,20.5,1.644,Evacuation,4,12
E07973,Z03-012,Z03,Adyar,2.1,0.339,Evacuation,16,2
E07974,Z02-091,Z02,Central Chennai,2.0,0.288,Warning,5,12
E07975,Z04-069,Z04,Velachery,17.0,2.896,Evacuation,5,28
E07976,Z05-098,Z05,South-West Chennai,11.2,1.003,Evacuation,16,42
E07977,Z02-011,Z02,Central Chennai,3.0,0.259,Evacuation,5,18
E07978,Z04-040,Z04,Velachery,9.2,1.286,Warning,8,24
E07979,Z05-024,Z05,South-West Chennai,8.5,0.999,Evacuation,20,19
E07980,Z03-077,Z03,Adyar,11.8,0.986,Evacuation,15,10
E07981,Z02-091,Z02,Central Chennai,2.3,0.272,Evacuation,3,1
E07982,Z01-059,Z01,North Chennai,3.5,0.457,Evacuation,11,58
E07983,Z03-033,Z03,Adyar,10.0,1.023,Evacuation,0,45
E07984,Z03-019,Z03,Adyar,11.9,1.122,Evacuation,22,29
E07985,Z03-029,Z03,Adyar,15.1,2.029,Evacuation,22,34
E07986,Z01-084,Z01,North Chennai,10.3,1.093,Warning,9,32
E07987,Z03-060,Z03,Adyar,8.8,0.942,Normal,10,31
E07988,Z02-054,Z02,Central Chennai,2.4,0.224,Evacuation,15,52
E07989,Z04-053,Z04,Velachery,11.6,1.816,Warning,3,52
E07990,Z01-097,Z01,North Chennai,8.8,1.556,Warning,11,26
E07991,Z01-041,Z01,North Chennai,20.4,2.574,Emergency,7,4
E07992,Z01-005,Z01,North Chennai,7.9,0.97,Normal,20,44
E07993,Z05-047,Z05,South-West Chennai,9.0,0.768,Evacuation,13,5
E07994,Z02-088,Z02,Central Chennai,18.6,2.137,Warning,6,34
E07995,Z05-100,Z05,South-West Chennai,2.8,0.189,Evacuation,1,34
E07996,Z05-030,Z05,South-West Chennai,21.3,1.755,Emergency,15,54
E07997,Z02-004,Z02,Central Chennai,2.1,0.259,Warning,11,23
E07998,Z03-001,Z03,Adyar,7.4,1.041,Evacuation,13,2
E07999,Z03-077,Z03,Adyar,8.8,1.036,Warning,6,14
E08000,Z01-048,Z01,North Chennai,7.7,1.046,Evacuation,17,48
E08001,Z05-058,Z05,South-West Chennai,10.5,1.137,Evacuation,15,5
E08002,Z05-033,Z05,South-West Chennai,8.5,0.931,Normal,22,5
E08003,Z03-038,Z03,Adyar,3.3,0.334,Normal,17,33
E08004,Z03-083,Z03,Adyar,2.8,0.325,Evacuation,9,22
E08005,Z01-092,Z01,North Chennai,11.3,1.045,Warning,12,13
E08006,Z03-093,Z03,Adyar,11.5,1.279,Normal,19,20
E08007,Z01-012,Z01,North Chennai,3.0,0.466,Normal,14,53
E08008,Z03-073,Z03,Adyar,14.6,1.48,Evacuation,4,41
E08009,Z04-001,Z04,Velachery,2.3,0.454,Warning,15,51
E08010,Z03-033,Z03,Adyar,7.4,1.152,Warning,18,46
E08011,Z03-028,Z03,Adyar,12.5,1.271,Emergency,21,7
E08012,Z01-062,Z01,North Chennai,8.7,1.161,Emergency,15,7
E08013,Z02-091,Z02,Central Chennai,2.7,0.254,Evacuation,8,7
E08014,Z03-047,Z03,Adyar,3.4,0.335,Normal,6,14
E08015,Z05-012,Z05,South-West Chennai,2.5,0.32,Normal,8,56
E08016,Z01-027,Z01,North Chennai,7.6,1.211,Evacuation,16,57
E08017,Z04-022,Z04,Velachery,2.9,0.3,Evacuation,23,47
E08018,Z01-001,Z01,North Chennai,12.4,1.766,Evacuation,8,5
E08019,Z02-047,Z02,Central Chennai,8.0,0.815,Normal,22,1
E08020,Z05-066,Z05,South-West Chennai,7.4,1.003,Warning,6,0
E08021,Z02-100,Z02,Central Chennai,8.6,1.034,Evacuation,4,30
E08022,Z03-094,Z03,Adyar,10.2,0.74,Warning,14,47
E08023,Z04-013,Z04,Velachery,11.7,1.049,Warning,3,43
E08024,Z01-092,Z01,North Chennai,8.2,0.997,Emergency,17,22
E08025,Z04-094,Z04,Velachery,3.0,0.445,Emergency,8,46
E08026,Z01-023,Z01,North Chennai,10.0,1.203,Normal,18,14
E08027,Z05-081,Z05,South-West Chennai,9.4,1.05,Evacuation,22,22
E08028,Z02-001,Z02,Central Chennai,11.5,1.143,Warning,3,9
E08029,Z01-047,Z01,North Chennai,10.0,1.366,Warning,2,48
E08030,Z04-086,Z04,Velachery,13.2,2.005,Warning,11,38
E08031,Z03-048,Z03,Adyar,8.5,0.96,Warning,16,46
E08032,Z01-096,Z01,North Chennai,6.0,1.13,Evacuation,16,34
E08033,Z02-047,Z02,Central Chennai,6.9,0.877,Evacuation,10,11
E08034,Z04-045,Z04,Velachery,12.0,1.568,Evacuation,6,30
E08035,Z05-004,Z05,South-West Chennai,2.5,0.21,Normal,18,25
E08036,Z04-032,Z04,Velachery,8.7,0.972,Warning,8,33
E08037,Z03-034,Z03,Adyar,7.6,1.02,Emergency,13,3
E08038,Z01-088,Z01,North Chennai,2.0,0.305,Evacuation,12,47
E08039,Z03-014,Z03,Adyar,7.1,1.037,Evacuation,22,26
E08040,Z02-017,Z02,Central Chennai,10.6,0.826,Normal,11,23
E08041,Z04-035,Z04,Velachery,3.3,0.324,Normal,19,26
E08042,Z03-098,Z03,Adyar,2.5,0.328,Evacuation,22,15
E08043,Z02-088,Z02,Central Chennai,16.4,2.181,Evacuation,4,23
E08044,Z01-083,Z01,North Chennai,15.5,1.761,Warning,8,16
E08045,Z02-024,Z02,Central Chennai,10.0,1.19,Emergency,17,36
E08046,Z04-050,Z04,Velachery,8.5,0.998,Evacuation,4,50
E08047,Z01-012,Z01,North Chennai,2.8,0.418,Evacuation,10,23
E08048,Z05-074,Z05,South-West Chennai,2.6,0.329,Warning,2,1
E08049,Z05-051,Z05,South-West Chennai,16.2,1.752,Warning,22,34
E08050,Z03-053,Z03,Adyar,11.3,1.216,Warning,5,43
E08051,Z01-090,Z01,North Chennai,3.0,0.315,Emergency,21,0
E08052,Z02-014,Z02,Central Chennai,12.4,1.327,Warning,8,12
E08053,Z05-065,Z05,South-West Chennai,15.5,1.299,Emergency,14,10
E08054,Z02-040,Z02,Central Chennai,6.9,0.831,Warning,15,32
E08055,Z03-023,Z03,Adyar,10.2,1.133,Warning,10,15
E08056,Z03-014,Z03,Adyar,8.7,0.93,Emergency,14,38
E08057,Z01-090,Z01,North Chennai,2.8,0.373,Evacuation,16,17
E08058,Z04-014,Z04,Velachery,8.8,1.652,Evacuation,9,55
E08059,Z04-076,Z04,Velachery,3.5,0.38,Evacuation,14,10
E08060,Z02-048,Z02,Central Chennai,2.3,0.28,Evacuation,19,47
E08061,Z05-029,Z05,South-West Chennai,22.7,1.908,Emergency,2,51
E08062,Z01-065,Z01,North Chennai,3.3,0.329,Warning,21,39
E08063,Z05-043,Z05,South-West Chennai,11.2,1.125,Emergency,20,2
E08064,Z05-068,Z05,South-West Chennai,9.2,0.947,Normal,21,27
E08065,Z02-090,Z02,Central Chennai,10.2,0.912,Normal,18,33
E08066,Z02-066,Z02,Central Chennai,1.9,0.273,Evacuation,14,51
E08067,Z02-011,Z02,Central Chennai,2.9,0.331,Emergency,14,15
E08068,Z03-056,Z03,Adyar,20.9,2.558,Emergency,7,27
E08069,Z02-048,Z02,Central Chennai,3.3,0.307,Normal,23,50
E08070,Z04-055,Z04,Velachery,11.4,1.383,Normal,11,15
E08071,Z02-035,Z02,Central Chennai,8.2,0.916,Warning,10,44
E08072,Z05-048,Z05,South-West Chennai,11.2,1.087,Emergency,12,6
E08073,Z01-025,Z01,North Chennai,11.4,1.231,Emergency,15,36
E08074,Z05-028,Z05,South-West Chennai,17.3,1.581,Evacuation,13,46
E08075,Z05-026,Z05,South-West Chennai,12.5,1.022,Warning,12,55
E08076,Z03-074,Z03,Adyar,2.4,0.219,Normal,22,23
E08077,Z04-048,Z04,Velachery,11.3,1.33,Emergency,2,52
E08078,Z05-099,Z05,South-West Chennai,2.0,0.238,Warning,15,46
E08079,Z02-089,Z02,Central Chennai,3.6,0.331,Evacuation,19,17
E08080,Z04-037,Z04,Velachery,13.5,1.956,Evacuation,23,6
E08081,Z03-026,Z03,Adyar,11.9,1.252,Warning,16,24
E08082,Z05-076,Z05,South-West Chennai,3.0,0.23,Warning,5,9
E08083,Z02-043,Z02,Central Chennai,10.3,1.076,Warning,15,47
E08084,Z02-095,Z02,Central Chennai,15.8,1.499,Warning,7,50
E08085,Z04-002,Z04,Velachery,3.0,0.287,Normal,19,0
E08086,Z04-096,Z04,Velachery,3.4,0.337,Evacuation,9,38
E08087,Z04-057,Z04,Velachery,6.3,1.212,Evacuation,8,9
E08088,Z04-002,Z04,Velachery,2.5,0.357,Warning,12,54
E08089,Z03-028,Z03,Adyar,12.8,1.544,Evacuation,18,15
E08090,Z05-022,Z05,South-West Chennai,13.6,1.307,Warning,0,44
E08091,Z01-064,Z01,North Chennai,16.3,2.138,Evacuation,21,39
E08092,Z01-089,Z01,North Chennai,8.8,0.991,Normal,15,5
E08093,Z02-088,Z02,Central Chennai,23.5,2.572,Evacuation,1,53
E08094,Z03-035,Z03,Adyar,8.7,1.465,Warning,16,27
E08095,Z03-096,Z03,Adyar,3.6,0.295,Normal,16,47
E08096,Z02-011,Z02,Central Chennai,2.9,0.263,Warning,23,57
E08097,Z01-024,Z01,North Chennai,8.3,1.189,Emergency,3,50
E08098,Z03-013,Z03,Adyar,2.2,0.379,Evacuation,10,21
E08099,Z04-075,Z04,Velachery,3.3,0.419,Evacuation,1,14
E08100,Z04-098,Z04,Velachery,2.6,0.301,Evacuation,2,43
E08101,Z04-023,Z04,Velachery,2.7,0.347,Normal,16,18
E08102,Z03-028,Z03,Adyar,11.5,1.526,Normal,9,25
E08103,Z02-038,Z02,Central Chennai,12.9,0.861,Normal,19,42
E08104,Z01-006,Z01,North Chennai,7.9,1.203,Warning,21,16
E08105,Z04-088,Z04,Velachery,15.8,2.655,Normal,15,13
E08106,Z04-076,Z04,Velachery,3.2,0.373,Normal,22,17
E08107,Z03-011,Z03,Adyar,15.0,1.741,Normal,17,48
E08108,Z05-077,Z05,South-West Chennai,17.5,2.253,Normal,4,54
E08109,Z05-023,Z05,South-West Chennai,12.6,0.928,Warning,6,34
E08110,Z01-035,Z01,North Chennai,9.8,1.189,Warning,10,9
E08111,Z01-007,Z01,North Chennai,2.7,0.369,Warning,4,14
E08112,Z02-090,Z02,Central Chennai,11.9,1.036,Evacuation,8,29
E08113,Z03-008,Z03,Adyar,11.5,0.965,Warning,10,55
E08114,Z02-073,Z02,Central Chennai,10.1,1.0,Emergency,2,40
E08115,Z05-087,Z05,South-West Chennai,18.3,2.39,Warning,19,37
E08116,Z02-044,Z02,Central Chennai,12.7,1.089,Warning,18,57
E08117,Z01-062,Z01,North Chennai,7.9,0.926,Warning,10,11
E08118,Z01-013,Z01,North Chennai,10.4,1.269,Evacuation,13,27
E08119,Z05-052,Z05,South-West Chennai,19.3,2.007,Evacuation,14,16
E08120,Z03-058,Z03,Adyar,3.2,0.295,Evacuation,11,34
E08121,Z01-053,Z01,North Chennai,15.3,1.901,Warning,23,27
E08122,Z02-054,Z02,Central Chennai,2.0,0.254,Evacuation,3,26
E08123,Z01-073,Z01,North Chennai,6.9,0.999,Emergency,16,8
E08124,Z03-055,Z03,Adyar,7.1,1.015,Normal,5,40
E08125,Z01-076,Z01,North Chennai,2.7,0.423,Warning,23,52
E08126,Z04-065,Z04,Velachery,12.4,1.666,Warning,13,55
E08127,Z05-087,Z05,South-West Chennai,17.0,2.52,Normal,4,28
E08128,Z03-013,Z03,Adyar,2.5,0.335,Warning,2,31
E08129,Z01-015,Z01,North Chennai,14.7,1.702,Evacuation,4,50
E08130,Z01-095,Z01,North Chennai,1.8,0.239,Evacuation,22,24
E08131,Z01-004,Z01,North Chennai,11.7,1.616,Evacuation,6,0
E08132,Z01-051,Z01,North Chennai,2.6,0.349,Warning,10,21
E08133,Z02-032,Z02,Central Chennai,7.5,0.849,Evacuation,17,21
E08134,Z01-090,Z01,North Chennai,3.8,0.344,Evacuation,22,51
E08135,Z02-072,Z02,Central Chennai,10.5,1.08,Evacuation,14,40
E08136,Z05-022,Z05,South-West Chennai,10.4,1.064,Warning,4,37
E08137,Z01-059,Z01,North Chennai,3.5,0.493,Normal,16,46
E08138,Z03-001,Z03,Adyar,10.4,0.782,Evacuation,14,3
E08139,Z01-026,Z01,North Chennai,8.8,0.987,Evacuation,1,30
E08140,Z05-074,Z05,South-West Chennai,3.5,0.29,Evacuation,18,1
E08141,Z03-039,Z03,Adyar,9.5,1.098,Evacuation,17,22
E08142,Z01-072,Z01,North Chennai,2.8,0.338,Normal,23,55
E08143,Z05-024,Z05,South-West Chennai,8.5,0.848,Evacuation,10,5
E08144,Z04-023,Z04,Velachery,2.7,0.315,Warning,19,49
E08145,Z04-022,Z04,Velachery,2.6,0.343,Evacuation,14,0
E08146,Z04-023,Z04,Velachery,2.2,0.306,Emergency,1,22
E08147,Z02-062,Z02,Central Chennai,13.1,1.113,Evacuation,7,5
E08148,Z05-082,Z05,South-West Chennai,2.5,0.264,Warning,20,46
E08149,Z02-043,Z02,Central Chennai,8.4,0.997,Evacuation,11,57
E08150,Z02-071,Z02,Central Chennai,18.0,1.278,Warning,14,31
E08151,Z03-010,Z03,Adyar,23.3,1.81,Warning,4,10
E08152,Z03-045,Z03,Adyar,18.7,1.688,Normal,13,1
E08153,Z04-051,Z04,Velachery,10.1,1.306,Evacuation,12,6
E08154,Z05-040,Z05,South-West Chennai,2.2,0.287,Warning,17,25
E08155,Z01-056,Z01,North Chennai,3.4,0.345,Evacuation,23,2
E08156,Z03-082,Z03,Adyar,9.6,1.112,Normal,2,32
E08157,Z01-096,Z01,North Chennai,8.2,1.099,Normal,3,51
E08158,Z01-037,Z01,North Chennai,9.6,1.068,Evacuation,11,33
E08159,Z03-032,Z03,Adyar,8.8,1.122,Warning,2,41
E08160,Z02-093,Z02,Central Chennai,2.7,0.218,Normal,9,52
E08161,Z03-038,Z03,Adyar,3.2,0.369,Normal,8,22
E08162,Z04-081,Z04,Velachery,10.9,1.112,Evacuation,21,26
E08163,Z04-025,Z04,Velachery,3.3,0.352,Normal,13,57
E08164,Z05-001,Z05,South-West Chennai,10.7,0.921,Evacuation,12,11
E08165,Z02-052,Z02,Central Chennai,8.8,0.992,Normal,12,31
E08166,Z05-059,Z05,South-West Chennai,3.8,0.36,Emergency,7,5
E08167,Z02-055,Z02,Central Chennai,14.6,1.947,Emergency,4,38
E08168,Z03-092,Z03,Adyar,3.0,0.301,Normal,14,25
E08169,Z04-049,Z04,Velachery,22.4,2.296,Normal,22,28
E08170,Z03-016,Z03,Adyar,12.7,1.747,Evacuation,23,0
E08171,Z02-048,Z02,Central Chennai,3.3,0.309,Warning,19,51
E08172,Z05-005,Z05,South-West Chennai,3.4,0.303,Evacuation,6,13
E08173,Z03-047,Z03,Adyar,2.9,0.353,Emergency,19,17
E08174,Z02-021,Z02,Central Chennai,2.8,0.255,Emergency,2,15
E08175,Z02-029,Z02,Central Chennai,3.4,0.318,Evacuation,14,25
E08176,Z01-016,Z01,North Chennai,2.4,0.321,Evacuation,3,0
E08177,Z03-008,Z03,Adyar,11.0,1.11,Normal,10,44
E08178,Z03-034,Z03,Adyar,8.9,1.064,Warning,18,36
E08179,Z02-020,Z02,Central Chennai,2.6,0.27,Emergency,16,51
E08180,Z05-020,Z05,South-West Chennai,17.0,1.9,Normal,17,19
E08181,Z05-009,Z05,South-West Chennai,2.1,0.22,Warning,15,24
E08182,Z05-051,Z05,South-West Chennai,18.4,1.612,Normal,16,14
E08183,Z02-089,Z02,Central Chennai,3.4,0.344,Emergency,22,30
E08184,Z05-012,Z05,South-West Chennai,2.7,0.306,Emergency,16,54
E08185,Z04-053,Z04,Velachery,13.6,1.784,Warning,22,51
E08186,Z04-100,Z04,Velachery,7.2,1.233,Evacuation,10,57
E08187,Z04-042,Z04,Velachery,8.0,0.99,Evacuation,22,0
E08188,Z04-029,Z04,Velachery,9.0,1.166,Emergency,22,57
E08189,Z03-081,Z03,Adyar,13.9,2.127,Normal,8,44
E08190,Z05-048,Z05,South-West Chennai,11.2,1.081,Warning,6,59
E08191,Z02-017,Z02,Central Chennai,7.8,0.773,Evacuation,16,18
E08192,Z05-053,Z05,South-West Chennai,2.1,0.196,Warning,4,12
E08193,Z01-068,Z01,North Chennai,3.1,0.363,Warning,7,4
E08194,Z03-066,Z03,Adyar,2.9,0.265,Evacuation,17,56
E08195,Z03-040,Z03,Adyar,3.3,0.339,Evacuation,19,37
E08196,Z02-009,Z02,Central Chennai,3.7,0.292,Warning,14,12
E08197,Z01-030,Z01,North Chennai,8.7,0.95,Evacuation,8,36
E08198,Z01-076,Z01,North Chennai,2.7,0.387,Normal,15,10
E08199,Z02-066,Z02,Central Chennai,2.7,0.259,Warning,11,53
E08200,Z04-021,Z04,Velachery,16.1,1.926,Normal,11,48
E08201,Z04-097,Z04,Velachery,8.9,1.413,Warning,0,15
E08202,Z02-066,Z02,Central Chennai,2.5,0.238,Emergency,6,43
E08203,Z01-090,Z01,North Chennai,3.8,0.314,Normal,18,45
E08204,Z03-095,Z03,Adyar,6.8,0.793,Warning,20,54
E08205,Z04-041,Z04,Velachery,9.1,1.352,Emergency,17,49
E08206,Z03-070,Z03,Adyar,17.8,1.601,Warning,9,14
E08207,Z01-005,Z01,North Chennai,8.5,0.951,Normal,23,21
E08208,Z04-056,Z04,Velachery,2.9,0.273,Emergency,18,16
E08209,Z01-055,Z01,North Chennai,11.1,1.526,Normal,13,51
E08210,Z02-094,Z02,Central Chennai,9.5,1.109,Evacuation,9,49
E08211,Z01-009,Z01,North Chennai,2.5,0.299,Warning,14,15
E08212,Z02-039,Z02,Central Chennai,2.5,0.312,Evacuation,3,10
E08213,Z01-019,Z01,North Chennai,8.1,0.925,Evacuation,5,12
E08214,Z03-045,Z03,Adyar,12.4,1.496,Warning,10,33
E08215,Z04-043,Z04,Velachery,3.0,0.282,Evacuation,8,46
E08216,Z04-012,Z04,Velachery,3.2,0.403,Evacuation,1,56
E08217,Z01-023,Z01,North Chennai,6.7,0.975,Evacuation,13,37
E08218,Z03-068,Z03,Adyar,2.1,0.27,Normal,20,2
E08219,Z04-006,Z04,Velachery,3.1,0.321,Emergency,8,8
E08220,Z04-080,Z04,Velachery,4.1,0.487,Normal,7,9
E08221,Z02-058,Z02,Central Chennai,12.0,1.124,Warning,16,19
E08222,Z01-100,Z01,North Chennai,11.4,1.4,Evacuation,20,8
E08223,Z01-043,Z01,North Chennai,9.1,1.3,Evacuation,9,6
E08224,Z01-083,Z01,North Chennai,14.5,1.881,Evacuation,16,18
E08225,Z02-041,Z02,Central Chennai,10.8,0.951,Evacuation,10,18
E08226,Z04-084,Z04,Velachery,2.8,0.316,Emergency,21,45
E08227,Z04-084,Z04,Velachery,2.3,0.372,Emergency,9,38
E08228,Z05-074,Z05,South-West Chennai,3.4,0.331,Evacuation,21,36
E08229,Z05-055,Z05,South-West Chennai,21.8,1.774,Emergency,18,54
E08230,Z04-060,Z04,Velachery,2.8,0.442,Normal,15,25
E08231,Z01-087,Z01,North Chennai,3.1,0.323,Warning,5,37
E08232,Z04-063,Z04,Velachery,12.9,1.627,Normal,11,11
E08233,Z01-096,Z01,North Chennai,9.0,0.884,Normal,12,52
E08234,Z03-022,Z03,Adyar,3.0,0.362,Evacuation,19,19
E08235,Z04-005,Z04,Velachery,2.3,0.272,Evacuation,10,40
E08236,Z02-037,Z02,Central Chennai,14.1,1.258,Normal,4,53
E08237,Z02-044,Z02,Central Chennai,8.0,0.846,Normal,4,2
E08238,Z05-082,Z05,South-West Chennai,2.4,0.315,Warning,18,42
E08239,Z02-078,Z02,Central Chennai,20.9,1.72,Evacuation,11,4
E08240,Z04-073,Z04,Velachery,9.4,1.367,Evacuation,19,19
E08241,Z04-047,Z04,Velachery,2.1,0.291,Evacuation,11,12
E08242,Z03-083,Z03,Adyar,3.8,0.352,Warning,6,14
E08243,Z05-092,Z05,South-West Chennai,10.7,1.091,Emergency,2,38
E08244,Z01-029,Z01,North Chennai,3.7,0.487,Normal,17,19
E08245,Z01-058,Z01,North Chennai,10.6,1.225,Warning,0,12
E08246,Z01-016,Z01,North Chennai,2.7,0.329,Evacuation,20,19
E08247,Z04-001,Z04,Velachery,3.6,0.391,Normal,15,45
E08248,Z02-075,Z02,Central Chennai,16.7,1.491,Evacuation,20,52
E08249,Z05-078,Z05,South-West Chennai,13.3,1.115,Emergency,12,7
E08250,Z01-035,Z01,North Chennai,9.3,1.109,Evacuation,11,7
E08251,Z04-084,Z04,Velachery,2.3,0.371,Evacuation,6,32
E08252,Z04-018,Z04,Velachery,3.1,0.348,Emergency,5,34
E08253,Z01-001,Z01,North Chennai,12.9,1.69,Emergency,18,13
E08254,Z03-057,Z03,Adyar,9.7,1.457,Evacuation,13,18
E08255,Z02-054,Z02,Central Chennai,3.1,0.221,Evacuation,18,15
E08256,Z05-048,Z05,South-West Chennai,12.1,0.894,Evacuation,10,26
E08257,Z03-018,Z03,Adyar,2.5,0.302,Emergency,13,12
E08258,Z02-019,Z02,Central Chennai,10.2,1.264,Normal,11,0
E08259,Z03-050,Z03,Adyar,21.3,2.038,Evacuation,1,41
E08260,Z01-051,Z01,North Chennai,3.7,0.375,Emergency,4,49
E08261,Z01-077,Z01,North Chennai,6.8,0.834,Evacuation,2,22
E08262,Z02-036,Z02,Central Chennai,15.6,1.469,Evacuation,21,37
E08263,Z02-060,Z02,Central Chennai,6.8,1.007,Emergency,3,8
